bf_id,full_date,month,latitude,longitude,season,temperature_f,dew_point,cloud_cover,moon_phase
5369,2004-08-02,8,27.0099,-80.13215,summer,79.4,73.0,0.82,0.57
5381,1964-10-10,10,34.0431,-80.80685,fall,54.4,44.0,0.0,0.16
5406,2003-11-02,11,41.3235,-81.22745,fall,62.6,57.8,0.82,0.3
5495,2003-03-18,3,45.9358,-120.9855,spring,41.7,31.3,0.38,0.52
5505,2002-12-17,12,45.46571,-118.875,winter,36.0,27.4,0.26,0.43
5507,2002-11-24,11,45.7743,-90.51145,fall,18.8,15.8,0.96,0.65
5516,2001-07-15,7,45.7264,-89.8741,summer,71.0,59.9,0.66,0.81
5519,1972-05-15,5,30.32305,-85.4427,spring,74.5,69.0,0.36,0.09
5552,2004-11-20,11,38.3085,-92.8254,fall,47.4,45.2,0.99,0.3
5586,2003-04-11,4,37.025,-106.8583,spring,51.2,13.9,0.35,0.31
5609,1985-07-01,7,31.3904,-92.3495,summer,83.4,65.5,0.4,0.47
5620,2003-10-20,10,36.91528,-95.80417,fall,68.8,54.4,0.0,0.82
5623,1982-06-05,6,37.4253,-94.7844,summer,71.2,58.3,0.55,0.47
5694,1986-07-15,7,46.01278,-86.81917,summer,63.0,53.2,0.82,0.28
5720,1963-06-15,6,42.79166,-116.25,summer,67.9,54.3,0.82,0.79
5725,2002-11-15,11,47.0586,-122.2864,fall,44.3,41.4,0.68,0.37
5742,2004-11-27,11,37.1142,-89.1979,fall,40.4,41.2,1.0,0.53
5771,2003-04-23,4,48.76075,-122.2156,spring,47.8,43.7,0.87,0.76
5791,2002-08-01,8,38.77778,-119.8208,summer,68.5,38.3,0.27,0.76
5801,1994-04-15,4,30.9905,-87.1814,spring,72.1,70.9,0.96,0.14
5881,2003-02-20,2,36.66257,-84.33998,winter,45.1,40.8,1.0,0.63
5953,2003-04-23,4,45.88039,-121.1692,spring,46.7,36.7,0.3,0.76
6037,2002-09-14,9,42.4829,-110.5979,fall,49.0,27.7,0.0,0.28
6058,2005-04-05,4,47.9477,-124.5301,spring,47.8,39.0,0.99,0.89
6097,1961-09-01,9,33.70037,-84.53352,fall,78.1,70.2,0.84,0.73
6130,2000-07-10,7,38.99778,-120.2392,summer,59.0,42.8,0.13,0.32
6194,2003-04-11,4,38.28,-91.6253,spring,58.1,33.7,0.0,0.31
6232,2003-04-24,4,46.33425,-123.5439,spring,42.1,39.1,0.6,0.79
6267,1976-11-15,11,35.18637,-78.63611,fall,37.8,37.8,1.0,0.78
6309,2003-05-08,5,47.94056,-122.7919,spring,51.3,41.5,0.6,0.23
6313,2003-05-11,5,39.64193,-82.1013,spring,61.9,56.9,0.65,0.33
6330,2003-05-01,5,41.03,-82.0101,spring,64.8,59.0,0.42,0.01
6394,1976-01-14,1,41.02174,-92.73979,winter,27.0,12.7,0.0,0.41
6410,1979-07-04,7,41.2333,-96.42668,summer,68.2,66.1,0.95,0.32
6513,2003-06-13,6,35.33389,-98.13028,summer,75.8,67.3,0.26,0.47
6538,2003-08-02,8,37.70835,-107.9584,summer,54.8,41.9,0.46,0.15
6583,2003-10-08,10,29.385,-97.81083,fall,78.9,71.5,0.79,0.45
6638,2003-07-16,7,35.11417,-86.465,summer,75.1,72.6,0.57,0.6
6639,2003-07-20,7,38.85556,-120.0133,summer,70.6,50.5,0.08,0.73
6643,1978-07-15,7,41.432,-71.65183,summer,65.8,62.3,0.8,0.33
6722,2003-07-26,7,39.90416,-81.98721,summer,78.0,63.0,0.06,0.91
6755,2003-08-30,8,37.4125,-108.1292,summer,50.8,45.2,0.28,0.11
6785,2002-05-29,5,39.0917,-106.4417,spring,49.7,23.1,0.2,0.62
6836,1980-07-03,7,41.47511,-79.3178,summer,68.4,60.8,0.74,0.69
6932,1999-11-15,11,35.64861,-91.45889,fall,51.8,25.2,0.0,0.23
6937,2003-10-08,10,30.77722,-103.7439,fall,62.7,59.5,0.9,0.45
6938,2003-08-30,8,33.21145,-87.35664,summer,81.0,73.4,0.6,0.1
6960,1968-10-16,10,35.42525,-77.67995,fall,72.9,65.8,0.64,0.81
6990,2003-12-09,12,47.0228,-121.5497,winter,30.4,26.6,1.0,0.53
7023,2005-02-09,2,38.02825,-82.83425,winter,43.7,47.3,0.98,0.03
7045,2003-10-31,10,36.34167,-93.94583,fall,65.4,57.5,0.71,0.23
7059,2003-10-31,10,34.39,-93.23111,fall,70.5,68.2,0.81,0.23
7062,2003-10-09,10,36.18889,-95.74556,fall,67.2,64.8,0.75,0.48
7085,1990-07-01,7,39.3731,-81.65929,summer,69.9,67.3,0.73,0.3
7113,2003-10-26,10,33.5388,-84.869,fall,64.2,61.7,0.85,0.04
7124,1976-06-30,6,45.9957,-118.1253,summer,59.2,46.0,0.8,0.11
7133,1980-07-01,7,39.49265,-83.11422,summer,72.1,59.7,0.7,0.61
7146,1992-08-15,8,47.4028,-123.2022,summer,64.0,50.4,0.0,0.57
7148,1993-09-15,9,45.4915,-123.2665,fall,54.4,48.3,0.7,0.98
7181,2003-05-01,5,41.79639,-84.4587,spring,60.1,55.9,0.64,0.01
7188,1987-07-04,7,39.0417,-79.43762,summer,69.9,56.0,0.94,0.26
7211,1959-10-01,10,39.08,-121.42,fall,67.3,35.1,0.01,0.97
7220,1978-11-01,11,39.54739,-81.39101,fall,49.3,44.5,0.37,0.03
7224,2003-10-10,10,41.13356,-81.17155,fall,62.9,57.0,0.87,0.52
7235,2004-05-28,5,34.7325,-86.52105,spring,69.6,66.6,0.79,0.3
7237,1999-11-25,11,34.672,-83.714,fall,58.5,59.2,0.99,0.59
7263,1994-04-15,4,44.2157,-121.4755,spring,57.8,25.0,0.0,0.15
7294,1998-12-15,12,38.02516,-77.97089,winter,41.8,21.7,0.0,0.9
7334,1993-04-01,4,36.2485,-121.495,spring,46.5,45.6,0.53,0.32
7382,2001-07-15,7,46.0471,-122.8294,summer,57.3,49.2,0.9,0.82
7386,1974-12-15,12,42.0288,-86.5153,winter,39.6,35.8,1.0,0.07
7399,1977-05-15,5,41.93,-84.35389,spring,68.0,37.4,0.17,0.93
7406,2003-11-19,11,46.0573,-117.9793,fall,38.0,30.2,0.54,0.85
7408,2003-11-15,11,43.92736,-83.92834,fall,40.9,33.2,0.91,0.7
7441,2004-11-16,11,47.763,-122.5344,fall,46.6,44.9,0.91,0.16
7452,2003-11-16,11,41.23528,-123.6581,fall,49.7,45.2,1.0,0.74
7455,1999-10-15,10,46.81045,-124.072,fall,46.9,41.1,0.45,0.2
7481,1981-05-31,5,46.79955,-122.2738,spring,50.1,44.6,0.54,0.93
7483,1986-12-25,12,47.39,-122.2187,winter,43.2,38.2,0.98,0.8
7493,1997-10-01,10,40.72943,-80.59236,fall,45.9,40.6,0.63,0.99
7514,1997-05-23,5,41.66955,-74.0863,spring,54.9,38.1,0.34,0.54
7519,2003-12-08,12,33.46333,-95.8775,winter,66.2,48.7,0.03,0.49
7537,2003-12-08,12,45.0608,-123.694,winter,44.7,42.3,0.78,0.49
7546,2003-12-12,12,32.35306,-94.90528,winter,45.6,35.7,0.92,0.62
7548,2003-12-12,12,30.775,-94.41528,winter,49.9,38.6,0.92,0.62
7552,2003-12-12,12,32.53333,-98.05,winter,41.2,36.6,0.89,0.62
7555,1977-08-01,8,40.8875,-122.3775,summer,89.2,44.4,0.64,0.58
7562,1973-11-15,11,44.825,-118.415,fall,38.6,36.8,1.0,0.69
7567,2003-12-15,12,33.59,-96.27306,winter,53.7,42.2,0.24,0.72
7580,2004-11-16,11,47.2293,-123.4898,fall,41.4,43.2,0.77,0.16
7593,2005-02-05,2,45.723,-121.8864,winter,38.4,33.3,0.86,0.88
7604,2004-01-09,1,30.95972,-95.58334,winter,46.2,38.9,0.4,0.57
7649,2003-12-28,12,32.04361,-94.37444,winter,50.1,51.7,1.0,0.19
7658,1976-05-15,5,44.1263,-121.3338,spring,54.5,21.6,0.01,0.57
7718,2003-09-03,9,39.89172,-84.14493,fall,70.8,66.0,0.72,0.25
7758,2004-01-13,1,33.82083,-95.83639,winter,52.8,48.5,0.8,0.7
7789,1979-10-15,10,45.5145,-122.3352,fall,59.0,54.5,0.95,0.84
7800,2000-07-15,7,44.82167,-84.47611,summer,66.7,57.8,0.58,0.47
7802,2004-10-03,10,32.51556,-95.41817,fall,73.9,64.3,0.28,0.67
7804,2004-01-04,1,39.26361,-121.0161,winter,35.5,25.0,0.05,0.41
7809,2005-01-06,1,41.134,-95.88,winter,8.6,1.7,0.31,0.86
7815,2003-08-12,8,35.27833,-93.13361,summer,78.1,66.3,0.24,0.53
7832,1987-07-01,7,41.16187,-81.37181,summer,66.8,59.7,1.0,0.17
7890,2001-01-01,1,42.40489,-76.17366,winter,13.2,10.4,0.59,0.21
7904,2004-01-18,1,27.3973,-80.8044,winter,66.4,61.2,0.57,0.88
7907,2004-01-30,1,33.61666,-95.90694,winter,37.2,29.3,0.68,0.29
7936,2000-06-29,6,39.74107,-82.70263,summer,63.7,55.7,0.31,0.92
7939,2002-08-22,8,43.2265,-78.1946,summer,74.1,65.0,0.74,0.49
7957,2003-11-09,11,45.82565,-123.296,fall,46.6,39.7,0.42,0.52
7963,2004-02-09,2,55.2035,-132.8202,winter,43.5,41.5,0.98,0.62
7973,2001-09-25,9,41.06648,-81.96419,fall,44.5,42.8,1.0,0.29
8006,2001-06-01,6,40.3725,-80.67828,summer,63.4,54.0,0.72,0.35
8026,2003-12-02,12,39.21667,-120.8983,winter,49.8,43.8,0.53,0.32
8038,2004-02-19,2,33.71472,-96.78917,winter,57.8,46.5,0.15,0.98
8042,1996-10-25,10,40.08946,-81.69818,fall,56.1,38.2,0.77,0.47
8060,2005-01-10,1,36.09583,-89.48666,winter,58.2,48.9,0.97,0.02
8083,2002-11-02,11,33.66666,-95.27361,fall,49.3,41.0,0.7,0.92
8227,2002-10-15,10,43.3029,-123.1611,fall,63.6,32.3,0.0,0.33
8236,1984-01-15,1,40.05998,-82.28814,winter,15.9,6.3,0.63,0.39
8289,2004-03-01,3,32.9,-94.6,spring,61.6,44.0,0.22,0.33
8405,1963-07-04,7,31.08925,-81.41267,summer,85.5,76.2,0.61,0.42
8438,2003-10-11,10,41.3382,-85.7037,fall,64.2,59.0,0.26,0.54
8446,2004-03-25,3,40.6559,-83.9374,spring,60.9,45.7,0.95,0.15
8450,2004-04-03,4,39.5246,-82.6353,spring,46.8,36.4,0.69,0.43
8463,2001-11-01,11,38.4775,-120.0047,fall,38.3,27.0,0.16,0.52
8514,1994-03-01,3,30.4544,-81.4189,spring,67.2,56.7,0.81,0.63
8527,2004-04-23,4,35.09306,-94.356,spring,70.0,66.4,0.71,0.13
8530,2004-04-24,4,30.38667,-98.08611,spring,64.8,63.8,0.98,0.16
8543,2004-04-30,4,34.689,-94.7325,spring,69.0,63.8,0.58,0.35
8561,2004-08-05,8,27.1788,-82.20475,summer,83.7,75.4,0.42,0.68
8587,1976-09-01,9,41.02572,-81.77677,fall,64.4,57.7,0.83,0.27
8591,2004-05-03,5,35.7575,-95.60667,spring,58.4,39.4,0.0,0.46
8597,2004-07-03,7,47.87725,-121.8943,summer,62.3,54.6,0.77,0.55
8633,2004-05-09,5,41.7655,-77.8768,spring,62.5,54.8,0.71,0.68
8635,2007-09-12,9,31.29,-86.255,fall,82.5,72.5,0.56,0.04
8670,2004-05-25,5,47.46312,-121.4454,spring,51.7,39.8,0.39,0.2
8715,2005-02-02,2,38.528,-84.588,winter,33.8,26.0,0.39,0.77
8785,2004-05-01,5,40.42591,-80.6616,spring,70.9,56.7,0.53,0.38
8792,2003-12-12,12,61.09085,-149.7667,winter,21.3,20.8,0.67,0.62
8796,2001-10-16,10,38.8554,-79.3999,fall,46.4,37.3,0.45,0.01
8797,2001-05-13,5,55.4555,-132.7333,spring,45.0,37.0,0.94,0.7
8804,1997-11-15,11,36.31625,-79.03025,fall,41.7,33.2,0.6,0.54
8832,2004-06-30,6,28.8,-96.04472,summer,79.7,75.7,0.31,0.43
8836,1978-02-05,2,41.44442,-81.20629,winter,8.8,8.2,1.0,0.93
8843,2004-04-17,4,40.0799,-81.49697,spring,68.7,49.6,0.12,0.94
8861,2004-10-31,10,32.83333,-98.38333,fall,64.8,61.4,0.64,0.61
8890,2004-12-05,12,38.305,-92.411,winter,48.0,36.3,0.54,0.78
8905,2005-07-27,7,43.2696,-77.664,summer,64.2,65.7,0.89,0.73
8913,2001-05-15,5,33.7985,-91.27056,spring,78.0,60.0,0.04,0.76
8921,2006-06-03,6,33.00014,-86.00004,summer,68.3,61.6,0.27,0.24
8978,2001-09-15,9,47.9237,-122.8531,fall,57.3,53.3,0.24,0.94
8983,2004-06-12,6,35.4449,-80.0616,summer,72.1,68.0,0.69,0.84
9001,2004-07-15,7,32.80865,-84.25755,summer,79.0,72.9,0.19,0.94
9022,2004-07-18,7,40.42687,-81.2558,summer,67.5,62.7,0.54,0.04
9036,2004-07-22,7,30.08333,-94.86667,summer,80.5,75.0,0.57,0.17
9047,2002-10-15,10,48.247,-122.6916,fall,52.6,43.4,0.05,0.33
9089,2004-09-12,9,42.28422,-91.68192,fall,71.4,59.4,0.0,0.93
9169,2004-08-19,8,29.88528,-94.83334,summer,84.2,77.2,0.62,0.12
9188,2004-08-18,8,40.1218,-81.5117,summer,72.4,61.3,0.21,0.08
9197,1980-09-07,9,48.68985,-122.4078,fall,53.6,52.3,0.68,0.95
9202,1965-07-01,7,39.205,-121.58,summer,76.7,53.2,0.0,0.1
9204,2004-08-06,8,45.7492,-122.9546,summer,63.2,55.4,0.72,0.71
9245,2005-01-22,1,41.062,-86.5945,winter,8.0,7.3,0.94,0.42
9254,2004-11-22,11,35.20416,-87.19556,fall,57.6,54.7,0.97,0.37
9281,2004-08-17,8,39.92781,-81.61014,summer,66.8,55.8,0.23,0.05
9295,1997-08-15,8,43.1575,-88.1255,summer,75.1,66.7,0.55,0.4
9312,2004-09-12,9,29.17805,-96.29222,fall,81.3,69.1,0.25,0.93
9357,2000-05-01,5,36.0438,-118.7402,spring,63.5,42.0,0.01,0.91
9385,2004-10-03,10,32.24083,-101.3903,fall,66.0,57.6,0.48,0.67
9447,2003-04-05,4,47.16145,-121.8943,spring,38.6,35.0,0.95,0.12
9465,2005-07-14,7,34.68319,-83.69085,summer,77.9,69.3,0.71,0.25
9475,2003-10-17,10,34.59,-80.3891,fall,64.0,51.0,0.2,0.72
9502,2004-12-05,12,37.3317,-93.614,winter,49.6,38.8,0.66,0.78
9507,1994-07-16,7,36.41,-93.74,summer,77.4,68.3,0.2,0.28
9546,1963-10-01,10,41.9548,-78.65621,fall,56.0,43.4,0.03,0.44
9604,2004-09-15,9,44.9723,-118.3692,fall,44.0,42.6,0.79,0.04
9607,1994-10-15,10,40.05148,-79.56702,fall,56.3,39.5,0.12,0.38
9642,2005-01-21,1,39.3579,-85.61,winter,22.7,10.8,0.37,0.39
9648,2002-08-13,8,38.75,-122.7,summer,70.2,50.5,0.53,0.19
9712,1984-07-15,7,33.32442,-84.2532,summer,79.2,69.2,0.53,0.58
9717,2001-10-15,10,46.0484,-89.66195,fall,38.3,36.7,0.8,0.96
9750,1999-07-16,7,34.53784,-77.50434,summer,77.7,70.4,0.27,0.13
9765,1973-09-28,9,35.3011,-99.1702,fall,61.4,51.0,0.11,0.07
9796,1977-09-03,9,46.69303,-92.49979,fall,60.0,46.0,0.37,0.69
9810,2004-11-20,11,32.78611,-97.83334,fall,63.3,57.8,0.86,0.3
9853,2004-11-27,11,34.695,-94.685,fall,41.0,41.5,0.54,0.53
9869,2004-11-26,11,30.405,-95.36166,fall,66.2,56.4,0.65,0.49
9872,1998-08-10,8,44.51436,-85.82096,summer,72.6,63.9,0.26,0.59
9873,2004-07-20,7,47.06032,-114.0717,summer,63.0,52.8,0.41,0.1
9879,2004-11-27,11,33.03333,-94.72334,fall,48.9,45.6,0.29,0.53
9941,2004-12-06,12,38.62,-91.96238,winter,52.5,50.6,0.81,0.81
9962,1962-05-01,5,41.5,-111.75,spring,49.8,21.8,0.56,0.91
10006,2004-12-12,12,40.1333,-80.68192,winter,34.1,28.7,0.95,0.03
10062,2004-12-18,12,46.988,-123.8647,winter,52.2,47.1,0.41,0.25
10074,2004-12-22,12,33.82444,-97.07361,winter,27.6,21.0,0.78,0.38
10093,1999-11-15,11,36.13361,-93.94389,fall,53.0,28.3,0.0,0.23
10114,2004-07-26,7,33.15405,-105.7947,summer,59.7,53.7,0.62,0.31
10136,2001-10-22,10,42.1174,-75.64853,fall,49.2,44.8,0.75,0.2
10151,1974-09-16,9,42.323,-85.05965,fall,61.7,46.8,0.13,0.02
10153,2005-01-23,1,39.365,-85.8486,winter,12.4,-1.8,0.04,0.45
10220,1989-11-15,11,35.1918,-86.9094,fall,56.4,57.3,0.9,0.59
10239,1994-08-13,8,29.24665,-100.4104,summer,84.0,64.2,0.2,0.23
10251,2003-09-30,9,41.31268,-78.39445,fall,51.3,40.1,0.71,0.17
10258,1987-09-15,9,48.9294,-122.0247,fall,53.6,46.4,0.86,0.77
10266,2002-09-17,9,35.63736,-108.8676,fall,64.7,39.3,0.41,0.38
10277,2005-01-17,1,30.525,-96.59167,winter,45.1,30.8,0.0,0.26
10330,2003-02-18,2,39.96627,-83.51394,winter,28.1,22.0,1.0,0.56
10407,2005-01-28,1,30.6,-95.63,winter,47.0,43.6,1.0,0.6
10486,1994-10-15,10,35.94,-87.25375,fall,60.5,56.8,0.84,0.38
10498,1979-09-15,9,33.8132,-86.7891,fall,68.7,58.1,0.1,0.82
10591,2004-01-08,1,30.63333,-95.3,winter,49.9,47.4,1.0,0.53
10623,2005-02-11,2,32.9032,-80.65645,winter,39.8,21.1,0.05,0.1
10660,1974-11-09,11,38.3908,-95.6491,fall,48.6,44.5,0.82,0.85
10678,1999-06-12,6,39.4862,-86.161,summer,78.4,67.6,0.44,0.96
10776,1999-01-16,1,36.38287,-80.46865,winter,43.8,21.4,0.0,0.96
10778,1994-08-15,8,39.21564,-77.4608,summer,71.4,58.5,0.74,0.3
10800,2004-11-24,11,30.55,-95.12305,fall,45.2,46.5,0.38,0.44
10861,1976-07-15,7,40.26494,-83.0556,summer,79.7,68.1,0.35,0.64
10863,2005-01-13,1,40.50945,-82.87663,winter,45.6,47.2,0.57,0.12
10874,1986-10-11,10,31.2439,-82.1341,fall,66.7,63.1,0.97,0.29
10877,2000-06-24,6,34.96295,-111.5228,summer,57.6,45.7,0.32,0.74
10879,2000-05-06,5,38.94564,-87.97622,spring,73.3,62.0,0.15,0.09
10889,1984-02-11,2,44.64535,-85.77714,winter,35.2,33.2,0.99,0.31
10913,2002-11-05,11,33.14663,-92.61493,fall,47.5,48.1,0.95,0.03
10919,1975-09-15,9,34.87,-92.12,fall,61.6,56.4,0.97,0.35
10934,1996-04-30,4,45.80374,-118.0603,spring,46.1,32.9,0.49,0.4
10948,2003-07-13,7,48.78336,-122.2196,summer,61.4,54.6,0.94,0.51
11030,2007-01-16,1,34.69895,-85.34145,winter,32.9,32.0,0.98,0.91
11040,2004-10-21,10,47.5532,-124.3324,fall,51.0,43.7,0.72,0.28
11121,2003-06-14,6,41.86395,-89.34285,summer,69.0,58.6,0.24,0.51
11137,2005-03-31,3,46.8434,-123.2383,spring,49.4,40.6,0.87,0.71
11147,1978-02-15,2,46.2262,-124.0133,winter,41.9,36.0,0.65,0.28
11168,2005-12-10,12,40.16465,-74.68135,winter,27.8,18.7,0.04,0.33
11228,1985-06-15,6,40.357,-79.8765,summer,65.2,48.6,0.85,0.91
11248,1999-08-01,8,41.0672,-82.41861,summer,73.2,67.3,0.35,0.64
11328,1974-04-15,4,36.0165,-88.76775,spring,51.2,38.8,0.37,0.78
11387,1994-03-01,3,29.0765,-81.8945,spring,69.4,56.2,0.51,0.63
11432,2005-04-13,4,38.10833,-80.17528,spring,41.0,38.7,0.78,0.16
11496,1997-07-15,7,40.75,-122.1667,summer,80.2,54.0,0.0,0.34
11506,1977-10-15,10,41.91826,-80.54177,fall,52.0,41.6,0.52,0.1
11519,1994-03-01,3,40.85,-123.7,spring,43.7,42.3,0.92,0.64
11592,2004-12-27,12,33.77528,-97.05903,winter,50.3,27.4,0.0,0.54
11630,1985-05-01,5,41.97341,-73.66616,spring,60.9,42.6,0.85,0.38
11771,2005-05-30,5,40.71737,-81.18352,spring,56.5,51.2,0.69,0.75
11828,2004-06-05,6,39.61958,-81.14833,summer,60.4,58.8,0.96,0.59
11831,2005-06-02,6,41.3368,-88.562,summer,68.9,55.8,0.36,0.86
11837,2005-05-05,5,38.96,-120.0969,spring,40.5,37.2,0.99,0.92
11841,1980-08-21,8,41.5036,-73.7171,summer,64.4,57.9,0.94,0.34
11927,2005-02-01,2,29.0,-95.5,winter,45.1,44.4,1.0,0.73
11946,2003-04-07,4,40.99562,-82.38627,spring,38.7,35.5,1.0,0.18
11966,2003-07-03,7,38.02653,-82.83278,summer,78.6,66.3,0.37,0.13
11998,1996-11-15,11,37.75972,-87.96917,fall,44.7,26.2,0.21,0.16
12065,2005-12-10,12,40.9934,-74.3249,winter,27.0,17.9,0.07,0.33
12067,1978-07-08,7,39.072,-95.747,summer,85.3,67.8,0.3,0.1
12214,2003-09-28,9,35.97,-109.155,fall,58.6,23.3,0.0,0.09
12220,1980-06-15,6,40.69334,-80.57396,summer,66.7,62.8,0.86,0.1
12289,2005-08-02,8,40.65,-110.0,summer,53.6,50.2,0.32,0.93
12290,2004-06-15,6,32.1806,-88.864,summer,81.6,73.1,0.73,0.94
12292,1986-06-15,6,36.3779,-121.7146,summer,52.4,49.6,0.28,0.26
12314,2005-08-14,8,30.33778,-93.97194,summer,82.9,74.3,0.11,0.31
12439,2005-06-10,6,41.3368,-88.562,summer,79.0,69.3,0.19,0.12
12482,2005-08-13,8,41.238,-95.92,summer,64.9,62.3,0.44,0.28
12528,1998-04-25,4,36.66708,-90.9525,spring,70.0,55.0,0.09,0.97
12542,2002-03-16,3,36.81315,-108.7608,spring,32.4,4.3,0.47,0.08
12587,1988-08-01,8,27.099,-82.454,summer,79.8,74.9,0.7,0.63
12594,2005-10-29,10,46.92694,-124.1736,fall,51.9,47.5,0.5,0.89
12597,1982-06-19,6,39.64081,-81.47081,summer,61.8,57.4,0.77,0.93
12601,2005-09-14,9,38.81639,-76.54514,fall,79.8,71.8,0.83,0.37
12641,1996-10-15,10,36.82806,-88.15556,fall,67.4,50.9,0.0,0.1
12649,1987-09-15,9,39.25396,-121.0517,fall,61.8,44.9,0.07,0.77
12669,1983-10-15,10,40.01979,-83.56088,fall,52.8,41.9,0.1,0.3
12709,2002-09-21,9,43.19501,-78.54224,fall,65.9,63.6,0.69,0.51
12727,2004-10-16,10,36.8778,-82.4179,fall,45.1,36.6,0.59,0.09
12732,2004-10-12,10,27.89469,-81.9742,fall,77.0,70.0,0.72,0.95
12736,1986-04-16,4,41.15845,-81.33134,spring,39.5,31.8,0.93,0.23
12815,2005-04-13,4,36.19408,-83.73153,spring,48.6,52.4,0.98,0.16
12818,2005-10-15,10,38.6167,-119.9501,fall,37.2,28.0,0.23,0.44
12836,2005-10-06,10,40.61,-89.585,fall,46.8,38.5,0.35,0.11
12838,2005-12-01,12,46.98621,-123.8161,winter,36.8,32.3,0.76,0.01
12844,2006-02-23,2,47.86697,-123.8796,winter,34.6,30.9,0.59,0.84
12876,2005-10-15,10,46.93755,-123.8358,fall,55.1,51.5,0.96,0.44
12904,2005-09-09,9,39.29325,-106.1215,fall,43.9,41.4,0.77,0.19
12917,1979-10-25,10,41.65,-123.85,fall,56.6,53.3,0.34,0.15
12921,2000-01-01,1,29.098,-82.42,winter,65.5,53.0,0.3,0.85
12959,1989-11-24,11,38.6685,-80.03149,fall,21.0,14.9,0.31,0.89
13028,2003-01-15,1,30.83315,-93.972,winter,45.1,39.6,0.72,0.41
13034,1955-01-01,1,28.043,-82.438,winter,68.8,63.2,0.4,0.25
13048,1982-09-01,9,26.529,-81.6455,fall,81.0,73.2,0.39,0.44
13122,1996-10-11,10,38.7016,-79.52835,fall,30.9,33.4,0.8,0.97
13141,2005-05-30,5,39.05,-79.98335,spring,58.8,48.5,0.29,0.75
13170,2005-12-05,12,34.65375,-83.11639,winter,42.1,45.8,1.0,0.15
13212,2003-11-13,11,36.94165,-80.04166,fall,38.6,21.7,0.24,0.64
13237,2005-12-03,12,37.58135,-81.29745,winter,35.1,18.9,0.71,0.07
13285,2005-10-08,10,43.4654,-72.7051,fall,51.3,52.1,1.0,0.17
13288,2004-10-15,10,42.15947,-78.82683,fall,49.4,46.0,0.93,0.05
13289,2005-07-15,7,36.75139,-87.89472,summer,77.6,72.4,0.58,0.29
13312,2005-12-12,12,39.51,-80.985,winter,21.4,19.0,0.49,0.4
13313,2000-10-14,10,30.28881,-85.64108,fall,65.0,48.2,0.0,0.54
13345,2005-08-25,8,43.1635,-73.0723,summer,63.1,52.4,0.08,0.71
13348,2004-10-12,10,34.25,-96.21,fall,63.8,51.0,0.46,0.95
13383,1991-10-11,10,46.02962,-113.1198,fall,48.7,28.1,0.0,0.13
13549,2006-01-07,1,40.4999,-121.9167,winter,36.0,40.2,0.72,0.28
13585,2006-01-17,1,41.51105,-72.46315,winter,36.6,16.2,0.34,0.6
13597,2006-01-16,1,42.23865,-121.9446,winter,33.4,26.9,0.99,0.58
13714,2006-01-30,1,40.5833,-79.9167,winter,43.1,37.0,0.57,0.04
13889,2007-07-15,7,26.09729,-81.71505,summer,83.2,72.7,0.16,0.04
14035,2005-02-15,2,44.66399,-73.73606,winter,36.6,31.9,0.9,0.24
14037,2006-05-16,5,38.8317,-81.5784,spring,55.6,48.3,0.95,0.61
14118,1985-11-01,11,28.775,-81.6965,fall,43.6,50.0,0.58,0.62
14181,2006-03-16,3,30.993,-85.97701,spring,61.5,40.3,0.78,0.55
14232,2006-04-07,4,39.8234,-74.70135,spring,61.8,43.4,0.49,0.32
14354,2003-07-01,7,30.069,-81.771,summer,81.2,73.9,0.56,0.06
14404,2003-09-06,9,40.34057,-87.47077,fall,63.4,51.0,0.0,0.37
14457,2000-10-01,10,29.191,-82.6505,fall,71.8,65.3,0.58,0.13
14493,1983-11-23,11,47.4914,-94.57375,fall,21.7,20.2,1.0,0.61
14503,1999-05-15,5,39.16305,-107.9514,spring,47.1,30.8,0.06,0.02
14525,1976-10-08,10,31.24842,-83.13654,fall,68.0,69.9,0.97,0.51
14638,2006-02-01,2,32.85232,-95.46671,winter,60.5,50.1,0.5,0.12
14646,1987-05-15,5,40.08159,-83.0337,spring,57.0,51.4,0.45,0.58
14677,2006-09-02,9,40.5258,-79.6575,fall,56.5,53.8,1.0,0.31
14707,2008-01-27,1,40.6166,-80.0107,winter,25.7,25.3,1.0,0.67
14732,2005-08-15,8,39.48,-111.23,summer,56.0,45.8,0.27,0.35
14739,2004-10-30,10,38.20065,-80.17294,fall,61.7,56.2,0.68,0.58
14841,2003-02-15,2,45.3207,-121.9547,winter,42.9,38.8,0.86,0.45
14872,2006-06-08,6,38.4763,-89.54485,summer,77.9,59.4,0.03,0.4
14942,2006-06-06,6,47.3304,-94.1211,summer,65.0,59.0,0.41,0.33
14952,2006-06-02,6,37.44378,-77.6257,summer,79.1,67.8,0.62,0.21
14982,2006-11-03,11,47.74897,-122.4966,fall,57.3,52.6,0.99,0.44
15003,1985-04-15,4,35.226,-89.94,spring,57.3,51.4,0.68,0.86
15007,2004-09-11,9,40.316,-90.459,fall,67.4,57.6,0.0,0.9
15019,2006-06-21,6,41.625,-88.4375,summer,77.3,68.8,0.25,0.87
15050,2006-06-25,6,45.0902,-89.9905,summer,60.0,56.0,0.82,0.02
15062,2006-07-27,7,39.934,-74.3966,summer,80.4,71.5,0.42,0.08
15067,1995-10-15,10,44.915,-122.585,fall,57.1,46.8,0.47,0.72
15088,2005-08-14,8,41.50086,-81.28275,summer,69.3,68.2,0.78,0.31
