uap_id,datetime,city,state_code,latitude,longitude,geohash_7,year,month,season,hour,solar_kp_index,solar_ap_index,temperature_f,dew_point,cloud_cover,precip_in,wind_mph,weather_conditions
51166,2011-04-14 21:00:00,bethalto,IL,38.9091667,-90.0405556,9yzvr54,2011,4,spring,21,2.0,7,63.6,43.0,100.0,0.0,10.3,
51167,2011-04-14 21:00:00,la puente,CA,34.02,-117.9486111,9qh1s10,2011,4,spring,21,2.0,7,63.9,42.8,0.0,0.0,0.8,
51168,2011-04-14 21:00:00,banning,CA,33.9255556,-116.8755556,9qhburv,2011,4,spring,21,2.0,7,63.1,36.4,7.0,0.0,2.8,
51169,2011-04-14 21:20:00,solana beach,CA,32.9911111,-117.2702778,9mueemy,2011,4,spring,21,2.0,7,58.6,53.8,0.0,0.0,3.4,
51170,2011-04-14 21:25:00,visalia,CA,36.3302778,-119.2911111,9q7ntmw,2011,4,spring,21,2.0,7,53.6,41.3,34.0,0.0,1.9,
51171,2011-04-14 21:25:00,valley acres,CA,35.2061111,-119.4058333,9q706c5,2011,4,spring,21,2.0,7,56.7,45.1,1.0,0.0,3.6,
51172,2011-04-14 21:25:00,valley acres,CA,35.2061111,-119.4058333,9q706c5,2011,4,spring,21,2.0,7,56.7,45.1,1.0,0.0,3.6,
51173,2011-04-14 21:26:00,santa barbara,CA,34.4208333,-119.6972222,9q4gu4p,2011,4,spring,21,2.0,7,60.2,37.9,0.0,0.0,8.7,
51174,2011-04-14 21:30:00,san diego,CA,32.7152778,-117.1563889,9mudn59,2011,4,spring,22,2.0,7,57.8,52.8,0.0,0.0,2.8,
51175,2011-04-14 21:30:00,rosamond,CA,34.8641667,-118.1625,9q5yr4u,2011,4,spring,22,2.0,7,51.8,37.8,0.0,0.0,6.1,
51176,2011-04-14 21:30:00,desert hot springs,CA,33.9611111,-116.5008333,9qj1hyq,2011,4,spring,22,2.0,7,69.6,10.5,3.0,0.0,3.8,
51177,2011-04-14 23:00:00,port angeles,WA,48.1183333,-123.4294444,c281xr9,2011,4,spring,23,2.0,7,40.0,33.0,50.0,0.0,6.7,
51178,2011-04-14 23:37:00,clayton,NJ,39.66,-75.0925,dr49e5z,2011,4,spring,00,2.0,7,47.8,44.7,20.0,0.0,7.9,
51179,2011-04-15 14:57:00,san jose,CA,37.3394444,-121.8938889,9q9k6jr,2011,4,spring,15,1.0,4,68.4,52.5,11.0,0.0,7.5,
51180,2011-04-15 18:30:00,chico,CA,39.7286111,-121.8363889,9r16583,2011,4,spring,18,1.0,4,63.9,44.8,58.0,0.0,0.7,
51181,2011-04-15 19:00:00,campville,NY,42.0875,-76.1491667,dr3z7jv,2011,4,spring,19,1.0,4,52.4,37.5,100.0,0.0,5.2,
51182,2011-04-15 20:00:00,belfast,ME,44.4258333,-69.0069444,dryutxq,2011,4,spring,20,1.0,4,35.3,19.5,0.0,0.0,4.6,
51183,2011-04-15 21:45:00,san diego,CA,32.7152778,-117.1563889,9mudn59,2011,4,spring,22,1.0,4,62.8,55.5,0.0,0.0,3.1,
51184,2011-04-15 23:50:00,new york city,NY,40.7141667,-74.0063889,dr5regy,2011,4,spring,00,1.0,4,49.7,42.5,62.0,0.0,9.3,
51185,2011-04-16 00:00:00,boulder,CO,40.015,-105.27,9xj5ss8,2011,4,spring,00,0.333,2,31.8,20.8,62.0,0.0,9.0,
51186,2011-04-16 05:30:00,littleton,CO,39.6133333,-105.0161111,9xj3673,2011,4,spring,06,0.333,2,30.5,15.2,0.0,0.0,6.3,
51187,2011-04-16 13:30:00,miami,FL,25.7738889,-80.1938889,dhwfx5u,2011,4,spring,14,0.333,2,82.1,68.0,100.0,0.0,10.4,
51188,2011-04-16 13:30:00,miami,FL,25.7738889,-80.1938889,dhwfx5u,2011,4,spring,14,0.333,2,82.1,68.0,100.0,0.0,10.4,
51189,2011-04-16 19:37:00,running springs,CA,34.2077778,-117.1083333,9qhdx5k,2011,4,spring,20,0.333,2,60.3,45.3,79.0,0.0,4.1,
51190,2011-04-16 20:00:00,rancho cucamonga,CA,34.1063889,-117.5922222,9qh6h0g,2011,4,spring,20,0.333,2,71.5,59.6,41.0,0.0,4.3,
51191,2011-04-16 21:15:00,corpus christi,TX,27.8002778,-97.3961111,9ufwpsy,2011,4,spring,21,0.333,2,68.7,50.3,11.0,0.0,7.8,
51192,2011-04-16 22:00:00,reno,NV,39.5297222,-119.8127778,9r4bcs4,2011,4,spring,22,0.333,2,48.2,45.4,96.0,0.0,3.9,
51193,2011-04-16 23:45:00,st. augustine beach,FL,29.8502778,-81.2655556,djq1yf0,2011,4,spring,00,0.333,2,70.9,67.8,51.0,0.0,10.0,
51194,2011-04-17 01:45:00,santa clara,CA,37.3541667,-121.9541667,9q9k8b5,2011,4,spring,02,0.667,3,53.1,52.8,100.0,0.0,6.8,
51195,2011-04-17 14:02:00,laporte,IN,41.6105556,-86.7225,dp6kdwf,2011,4,spring,14,0.667,3,48.5,29.6,22.0,0.0,13.9,
51196,2011-04-17 17:40:00,miami,FL,25.7738889,-80.1938889,dhwfx5u,2011,4,spring,18,0.667,3,82.0,67.8,61.0,0.0,10.1,
51197,2011-04-17 19:00:00,benson,AZ,31.9677778,-110.2938889,9t9tf5w,2011,4,spring,19,0.667,3,79.6,20.1,0.0,0.0,7.0,
51198,2011-04-17 20:00:00,hendersonville,NC,35.3186111,-82.4611111,dnm2gt9,2011,4,spring,20,0.667,3,60.0,47.0,0.0,0.0,3.8,
51199,2011-04-17 20:58:00,armona,CA,36.3158333,-119.7075,9q6yegp,2011,4,spring,21,0.667,3,71.1,53.2,2.0,0.0,7.4,
51200,2011-04-17 21:00:00,greensboro,NC,36.0725,-79.7922222,dnrm0qc,2011,4,spring,21,0.667,3,57.9,39.8,0.0,0.0,8.7,
51201,2011-04-17 21:00:00,hendersonville,NC,35.3186111,-82.4611111,dnm2gt9,2011,4,spring,21,0.667,3,56.1,42.3,0.0,0.0,3.8,
51202,2011-04-17 21:00:00,arvada,CO,39.8027778,-105.0869444,9xj62ty,2011,4,spring,21,0.667,3,53.8,34.6,8.0,0.0,1.7,
51203,2011-04-17 21:48:00,lutz,FL,28.1508333,-82.4616667,djj25s9,2011,4,spring,22,0.667,3,67.2,52.8,0.0,0.0,6.0,
51204,2011-04-17 21:50:00,kutztown,PA,40.5172222,-75.7777778,dr4n7xu,2011,4,spring,22,0.667,3,53.8,36.2,42.0,0.0,11.2,
51205,2011-04-17 23:30:00,westminster,MD,39.5752778,-76.9961111,dr11pum,2011,4,spring,00,0.667,3,51.0,46.2,79.0,0.0,9.8,
51206,2011-04-18 00:15:00,murfreesboro,TN,35.8455556,-86.3902778,dn6efjk,2011,4,spring,00,1.333,5,55.2,42.8,89.0,0.0,9.4,
51207,2011-04-18 20:15:00,everett,WA,47.9791667,-122.2008333,c290gq2,2011,4,spring,20,1.333,5,45.0,33.8,4.0,0.0,3.6,
51208,2011-04-18 21:00:00,virginia beach,VA,36.8527778,-75.9783333,dq9cxhf,2011,4,spring,21,1.333,5,63.5,47.8,100.0,0.0,14.9,
51209,2011-04-18 21:20:00,yakima,WA,46.6022222,-120.5047222,c2631ge,2011,4,spring,21,1.333,5,40.0,23.4,9.0,0.0,5.3,
51210,2011-04-18 22:00:00,bellingham,WA,48.7597222,-122.4869444,c28vksr,2011,4,spring,22,1.333,5,41.6,35.6,61.0,0.0,4.7,
51211,2011-04-18 22:05:00,new york city (queens),NY,40.7141667,-74.0063889,dr5regy,2011,4,spring,22,1.333,5,51.4,43.7,95.0,0.0,3.8,
51212,2011-04-19 01:15:00,westfir,OR,43.7575,-122.4952778,9rbbutc,2011,4,spring,01,5.0,48,37.4,30.5,1.0,0.0,1.8,
51213,2011-04-19 03:00:00,sea cliff,NY,40.8488889,-73.6452778,dr78khm,2011,4,spring,03,5.0,48,46.9,43.2,100.0,0.0,0.6,
51214,2011-04-19 22:00:00,clermont (near),FL,28.5491667,-81.7730556,djjf7jn,2011,4,spring,22,5.0,48,79.1,65.3,32.0,0.0,1.4,
51215,2011-04-19 22:30:00,wilmington,NC,34.2255556,-77.945,dq0ddqd,2011,4,spring,22,5.0,48,66.1,62.0,0.0,0.0,10.8,
51216,2011-04-19 22:45:00,hood river,OR,45.7055556,-121.5202778,c21s48r,2011,4,spring,23,5.0,48,41.9,30.9,73.0,0.0,1.2,
51217,2011-04-20 00:00:00,fredericksburg,TX,30.275,-98.8716667,9v3snp7,2011,4,spring,00,1.667,6,77.1,67.2,0.0,0.0,10.0,
51218,2011-04-20 00:15:00,mesa,AZ,33.4222222,-111.8219444,9tbqpkm,2011,4,spring,00,1.667,6,75.0,33.2,0.0,0.0,3.8,
51219,2011-04-20 01:39:00,bishop,CA,37.3636111,-118.3941667,9qeu9cg,2011,4,spring,02,1.667,6,46.1,38.6,70.0,0.0,6.0,
51220,2011-04-20 02:17:00,klamath falls,OR,42.225,-121.7805556,9r92hyf,2011,4,spring,02,1.667,6,41.2,31.5,100.0,0.0,0.4,
51221,2011-04-20 03:00:00,st. louis,MO,38.6272222,-90.1977778,9yzgerz,2011,4,spring,03,1.667,6,45.9,38.3,99.0,0.0,12.7,
51222,2011-04-20 08:56:00,lenexa,KS,38.9536111,-94.7333333,9yuts73,2011,4,spring,09,1.667,6,41.4,33.5,100.0,0.0,5.4,
51223,2011-04-20 19:02:00,corona,CA,33.8752778,-117.5655556,9qh2swz,2011,4,spring,19,1.667,6,61.9,53.5,67.0,0.0,4.8,
51224,2011-04-21 00:00:00,morton,MN,44.5513889,-94.9841667,9zumqw6,2011,4,spring,00,2.0,7,33.6,27.7,0.0,0.0,4.9,
51225,2011-04-21 10:00:00,fort bragg,CA,39.4458333,-123.8041667,9ppbqub,2011,4,spring,10,2.0,7,48.8,38.9,100.0,0.0,10.2,
51226,2011-04-21 16:00:00,lenexa,KS,38.9536111,-94.7333333,9yuts73,2011,4,spring,16,2.0,7,59.0,40.1,95.0,0.0,8.3,
51227,2011-04-21 21:00:00,ardenvoir,WA,47.7375,-120.3677778,c26rsfq,2011,4,spring,21,2.0,7,35.0,26.9,0.0,0.0,5.1,
51228,2011-04-21 22:00:00,effort,PA,40.9391667,-75.4352778,dr62gkt,2011,4,spring,22,2.0,7,41.2,24.5,0.0,0.0,7.6,
51229,2011-04-21 22:29:00,fort mill,SC,35.0072222,-80.9452778,dnnrnhc,2011,4,spring,22,2.0,7,66.2,44.4,98.0,0.0,8.4,
51230,2011-04-22 00:00:00,hollister,CA,36.8525,-121.4005556,9q99tky,2011,4,spring,00,0.333,2,47.8,44.6,0.0,0.0,2.1,
51231,2011-04-22 02:36:00,mendon,IL,40.0883333,-91.2836111,9zph4cc,2011,4,spring,03,0.333,2,46.3,43.3,100.0,0.01,10.2,
51232,2011-04-22 08:45:00,fredericksburg,VA,38.3030556,-77.4608333,dqbcvkf,2011,4,spring,09,0.333,2,49.2,40.7,100.0,0.01,7.9,
51233,2011-04-22 22:00:00,topeka,KS,39.0483333,-95.6777778,9ygynu9,2011,4,spring,22,0.333,2,56.0,48.7,33.0,0.0,6.2,
51234,2011-04-22 22:00:00,denver (west of),CO,39.7391667,-104.9841667,9xj6542,2011,4,spring,22,0.333,2,42.8,22.8,5.0,0.0,2.1,
51235,2011-04-22 22:30:00,cordova,TN,35.1555556,-89.7761111,dn0pvpg,2011,4,spring,22,0.333,2,75.4,62.4,100.0,0.0,10.7,
51236,2011-04-22 23:00:00,burley,ID,42.5358333,-113.7919444,9rx1fx7,2011,4,spring,23,0.333,2,37.7,18.2,56.0,0.0,2.2,
51237,2011-04-23 01:00:00,whitefish,MT,48.4111111,-114.3366667,c2weqhy,2011,4,spring,01,1.0,4,34.5,24.9,1.0,0.0,2.6,
51238,2011-04-23 11:39:00,pembroke,VA,37.3194444,-80.6391667,dnwsm1b,2011,4,spring,12,1.0,4,73.0,58.9,92.0,0.0,7.8,
51239,2011-04-23 16:00:00,las vegas,NV,36.175,-115.1363889,9qqju12,2011,4,spring,16,1.0,4,76.7,31.4,80.0,0.0,5.9,
51240,2011-04-23 20:22:00,lodi,CA,38.1302778,-121.2713889,9qcbbmk,2011,4,spring,20,1.0,4,59.2,43.2,53.0,0.0,4.5,
51241,2011-04-23 20:35:00,orland,CA,39.7475,-122.1952778,9r1457u,2011,4,spring,21,1.0,4,54.1,37.6,89.0,0.0,5.1,
51242,2011-04-23 20:59:00,spokane valley,WA,47.6733333,-117.2383333,c2kxhnt,2011,4,spring,21,1.0,4,49.7,30.4,0.0,0.0,1.2,
51243,2011-04-23 21:00:00,murfreesboro,TN,35.8455556,-86.3902778,dn6efjk,2011,4,spring,21,1.0,4,70.2,59.7,12.0,0.0,8.6,
51244,2011-04-23 22:45:00,palm beach gardens,FL,26.8230556,-80.1388889,dhz086u,2011,4,spring,23,1.0,4,74.7,67.9,22.0,0.0,6.5,
51245,2011-04-23 23:27:00,yakima,WA,46.6022222,-120.5047222,c2631ge,2011,4,spring,23,1.0,4,41.5,34.2,98.0,0.0,5.9,
51246,2011-04-24 00:00:00,fullerton,CA,33.8702778,-117.9244444,9qh0stf,2011,4,spring,00,2.667,12,54.0,50.1,34.0,0.0,3.7,
51247,2011-04-24 00:04:00,round rock,TX,30.5080556,-97.6786111,9v6t93b,2011,4,spring,00,2.667,12,74.3,67.3,31.0,0.0,13.2,
51248,2011-04-24 00:30:00,ocala,FL,29.1869444,-82.1402778,djjw4c7,2011,4,spring,00,2.667,12,74.2,66.1,3.0,0.0,8.3,
51249,2011-04-24 11:45:00,tinley park,IL,41.5733333,-87.7844444,dp3sd2j,2011,4,spring,12,2.667,12,57.9,45.1,99.0,0.0,3.1,
51250,2011-04-24 17:30:00,vinita park,MO,38.69,-90.3425,9yzu05q,2011,4,spring,18,2.667,12,57.7,54.5,100.0,0.0,5.7,
51251,2011-04-24 22:30:00,omega,GA,31.3408333,-83.5936111,djsd3c2,2011,4,spring,22,2.667,12,78.1,60.4,87.0,0.0,4.0,
51252,2011-04-24 22:30:00,stuart,FL,27.1972222,-80.2530556,dhyftz1,2011,4,spring,22,2.667,12,75.7,66.5,49.0,0.0,12.3,
51253,2011-04-24 23:12:00,l&#39anse,MI,46.7566667,-88.4527778,f031gpy,2011,4,spring,23,2.667,12,41.4,31.8,25.0,0.0,6.7,
51254,2011-04-24 23:12:00,l&#39anse,MI,46.7566667,-88.4527778,f031gpy,2011,4,spring,23,2.667,12,41.4,31.8,25.0,0.0,6.7,
51255,2011-04-24 23:45:00,athens,TX,32.2047222,-95.8552778,9vez4y8,2011,4,spring,00,2.667,12,77.4,61.1,68.0,0.0,14.8,
51256,2011-04-25 20:00:00,carpinteria,CA,34.3988889,-119.5175,9q558q4,2011,4,spring,20,0.0,0,65.3,53.6,0.0,0.0,6.3,
51257,2011-04-25 20:00:00,carpinteria,CA,34.3988889,-119.5175,9q558q4,2011,4,spring,20,0.0,0,65.3,53.6,0.0,0.0,6.3,
51258,2011-04-25 21:52:00,rockwall,TX,32.9311111,-96.4594444,9vg7m4b,2011,4,spring,22,0.0,0,67.4,66.8,3.0,0.0,8.6,
51259,2011-04-25 22:00:00,dallas,TX,32.7833333,-96.8,9vg4t20,2011,4,spring,22,0.0,0,69.2,67.8,1.0,0.0,7.7,
51260,2011-04-26 00:30:00,stillwater,MN,45.0563889,-92.8058333,cbn024k,2011,4,spring,00,0.0,0,52.7,38.1,100.0,0.01,8.0,
51261,2011-04-26 03:00:00,wilkes-barre,PA,41.2458333,-75.8816667,dr649k8,2011,4,spring,03,0.0,0,62.7,60.2,61.0,0.0,7.4,
51262,2011-04-26 13:44:00,weston (i-75),FL,26.1,-80.4,dhwu6rq,2011,4,spring,14,0.0,0,88.1,65.9,16.0,0.0,11.1,
51263,2011-04-26 21:00:00,rockland,NY,41.9452778,-74.9133333,dr6wx7c,2011,4,spring,21,0.0,0,67.1,58.8,99.0,0.0,10.5,
51264,2011-04-26 22:05:00,screven,GA,31.4861111,-82.0172222,djtejeu,2011,4,spring,22,0.0,0,72.6,70.5,88.0,0.0,9.7,
51265,2011-04-26 23:10:00,san jose,CA,37.3394444,-121.8938889,9q9k6jr,2011,4,spring,23,0.0,0,46.0,42.0,0.0,0.0,3.0,
51266,2011-04-27 06:30:00,fairhaven,MA,41.6375,-70.9041667,drmsfec,2011,4,spring,06,0.0,0,58.0,57.7,100.0,0.0,9.3,
51267,2011-04-27 23:00:00,flint,MI,43.0125,-83.6875,dpskxwh,2011,4,spring,23,0.0,0,55.2,51.0,100.0,0.0,1.2,
51268,2011-04-28 09:30:00,hopatcong,NJ,40.9327778,-74.6597222,dr6bv5d,2011,4,spring,10,2.0,7,68.7,63.4,100.0,0.0,15.0,
51269,2011-04-28 11:15:00,southlake,TX,32.9411111,-97.1338889,9vfgmst,2011,4,spring,11,2.0,7,65.3,43.1,0.0,0.0,2.1,
51270,2011-04-28 12:00:00,aledo,IL,41.1997222,-90.7491667,9zr6qun,2011,4,spring,12,2.0,7,48.2,33.2,100.0,0.0,18.6,
51271,2011-04-28 19:30:00,cabot,PA,40.7647222,-79.7666667,dpprbug,2011,4,spring,20,2.0,7,56.7,36.3,3.0,0.0,7.9,
51272,2011-04-28 21:00:00,cannon falls,MN,44.5069444,-92.9052778,9zvvjyh,2011,4,spring,21,2.0,7,43.5,37.1,0.0,0.0,4.8,
51273,2011-04-28 21:35:00,colorado springs,CO,38.8338889,-104.8208333,9wvkytr,2011,4,spring,22,2.0,7,47.6,25.3,25.0,0.0,7.3,
51274,2011-04-28 21:40:00,los angeles,CA,34.0522222,-118.2427778,9q5ctr4,2011,4,spring,22,2.0,7,63.5,50.8,0.0,0.0,2.8,
51275,2011-04-29 03:00:00,hialeah,FL,25.8572222,-80.2783333,dhwgj5p,2011,4,spring,03,3.333,18,77.1,71.3,14.0,0.0,4.8,
51276,2011-04-29 20:30:00,emporia,KS,38.4038889,-96.1813889,9ygd7r4,2011,4,spring,20,3.333,18,69.9,43.8,58.0,0.0,18.7,
51277,2011-04-29 20:40:00,san jose,CA,37.3394444,-121.8938889,9q9k6jr,2011,4,spring,21,3.333,18,53.0,44.3,0.0,0.0,7.6,
51278,2011-04-29 20:45:00,san jose,CA,37.3394444,-121.8938889,9q9k6jr,2011,4,spring,21,3.333,18,53.0,44.3,0.0,0.0,7.6,
51279,2011-04-29 20:55:00,midway,GA,31.8055556,-81.4308333,djwhfyp,2011,4,spring,21,3.333,18,70.4,54.3,0.0,0.0,4.1,
51280,2011-04-29 21:05:00,marianna,FL,30.7741667,-85.2269444,dj7rhd7,2011,4,spring,21,3.333,18,68.2,48.9,0.0,0.0,4.0,
51281,2011-04-29 21:15:00,alamo,TN,35.7847222,-89.1172222,dn2es46,2011,4,spring,21,3.333,18,65.3,49.4,0.0,0.0,6.6,
51282,2011-04-29 22:00:00,apex,NC,35.7325,-78.8505556,dnrgm8y,2011,4,spring,22,3.333,18,62.9,41.2,0.0,0.0,5.1,
51283,2011-04-29 22:00:00,altamonte springs,FL,28.6608333,-81.3658333,djn5h3x,2011,4,spring,22,3.333,18,69.9,53.9,0.0,0.0,5.7,
51284,2011-04-29 22:05:00,gainesville,FL,29.6513889,-82.325,djm2wtu,2011,4,spring,22,3.333,18,69.1,48.8,0.0,0.0,7.0,
51285,2011-04-29 22:15:00,savannah,GA,32.0833333,-81.1,djwqd88,2011,4,spring,22,3.333,18,67.6,54.5,0.0,0.0,9.8,
51286,2011-04-29 22:30:00,corning,NY,42.1427778,-77.055,dr3pwxf,2011,4,spring,22,3.333,18,43.7,35.0,86.0,0.0,6.5,
51287,2011-04-29 22:35:00,starkville,MS,33.4502778,-88.8183333,djby6ck,2011,4,spring,23,3.333,18,61.4,50.8,0.0,0.0,6.8,
51288,2011-04-29 23:30:00,st. charles,MO,38.7838889,-90.4811111,9yzsth3,2011,4,spring,00,3.333,18,54.6,42.9,0.0,0.0,8.1,
51289,2011-04-29 23:30:00,dearborn heights,MI,42.3369444,-83.2733333,dpsbc54,2011,4,spring,00,3.333,18,42.1,33.5,78.0,0.0,11.7,
51290,2011-04-30 00:05:00,yakima,WA,46.6022222,-120.5047222,c2631ge,2011,4,spring,00,3.0,15,39.1,30.1,0.0,0.0,5.9,
51291,2011-04-30 02:00:00,owensboro,KY,37.7741667,-87.1133333,dndncsw,2011,4,spring,02,3.0,15,54.7,44.5,47.0,0.0,8.4,
51292,2011-04-30 02:07:00,santa fe,NM,35.6869444,-105.9372222,9wkej2d,2011,4,spring,02,3.0,15,46.6,-0.5,0.0,0.0,7.1,
51293,2011-04-30 03:05:00,portland,OR,45.5236111,-122.675,c20fbrq,2011,4,spring,03,3.0,15,41.6,37.9,39.0,0.0,3.5,
51294,2011-04-30 09:00:00,pennellville,NY,43.2825,-76.2708333,dr9y0rm,2011,4,spring,09,3.0,15,47.1,37.8,4.0,0.0,4.8,
51295,2011-04-30 18:00:00,grandview,WA,46.2511111,-119.9005556,c24xpeg,2011,4,spring,18,3.0,15,64.2,14.9,90.0,0.0,5.7,
51296,2011-04-30 20:22:00,las vegas,NV,36.175,-115.1363889,9qqju12,2011,4,spring,20,3.0,15,63.5,1.5,25.0,0.0,8.1,
51297,2011-04-30 20:30:00,nashville,TN,36.1658333,-86.7844444,dn6m9pv,2011,4,spring,20,3.0,15,69.5,55.2,92.0,0.0,8.5,
51298,2011-04-30 21:00:00,nashville,TN,36.1658333,-86.7844444,dn6m9pv,2011,4,spring,21,3.0,15,68.8,54.8,98.0,0.0,8.8,
51299,2011-04-30 22:20:00,saegertown,PA,41.7188889,-80.1477778,dprj24w,2011,4,spring,22,3.0,15,52.8,42.0,98.0,0.0,8.4,
51300,2011-04-30 22:20:00,saegertown,PA,41.7188889,-80.1477778,dprj24w,2011,4,spring,22,3.0,15,52.8,42.0,98.0,0.0,8.4,
51301,2011-04-30 22:30:00,nampa,ID,43.5408333,-116.5625,9rtpew3,2011,4,spring,22,3.0,15,47.8,25.3,18.0,0.0,5.5,
51302,2011-04-30 22:30:00,miami,FL,25.7738889,-80.1938889,dhwfx5u,2011,4,spring,22,3.0,15,75.9,70.7,27.0,0.01,9.0,
51303,2011-04-30 23:00:00,kenilworth,NJ,40.6763889,-74.2911111,dr5pmky,2011,4,spring,23,3.0,15,54.3,47.0,0.0,0.0,0.4,
51304,2011-04-30 23:40:00,seattle,WA,47.6063889,-122.3308333,c23nb63,2011,4,spring,00,3.0,15,44.2,39.3,85.0,0.0,1.6,
51305,2011-05-01 00:20:00,dearborn,MI,42.3222222,-83.1763889,dpsbg28,2011,5,spring,00,4.0,27,51.2,43.5,74.0,0.0,12.6,
51306,2011-05-01 00:55:00,pocatello,ID,42.8713889,-112.4447222,9x85ck2,2011,5,spring,01,4.0,27,33.8,17.9,1.0,0.0,4.6,
51307,2011-05-01 01:45:00,richmond,VA,37.5536111,-77.4605556,dq8vtk6,2011,5,spring,02,4.0,27,51.1,46.5,9.0,0.0,5.6,
51308,2011-05-01 03:00:00,destin (near),FL,30.3933333,-86.4958333,dj6kzsz,2011,5,spring,03,4.0,27,67.7,59.6,97.0,0.0,7.5,
51309,2011-05-01 12:00:00,schaumburg,IL,42.0333333,-88.0833333,dp3r5eg,2011,5,spring,12,4.0,27,59.4,35.0,24.0,0.0,16.0,
51310,2011-05-01 16:59:00,san jose,CA,37.3394444,-121.8938889,9q9k6jr,2011,5,spring,17,4.0,27,76.4,40.1,21.0,0.0,7.1,
51311,2011-05-01 21:00:00,columbia,MO,38.9516667,-92.3338889,9yymdfu,2011,5,spring,21,4.0,27,46.5,42.2,97.0,0.0,1.6,
51312,2011-05-01 21:00:00,las vegas,NV,36.175,-115.1363889,9qqju12,2011,5,spring,21,4.0,27,67.4,0.8,0.0,0.0,3.0,
51313,2011-05-01 21:30:00,sound beach,NY,40.9561111,-72.9683333,drk0gxf,2011,5,spring,22,4.0,27,48.0,42.6,57.0,0.0,7.6,
51314,2011-05-01 22:15:00,farmington,NM,36.7280556,-108.2180556,9we0cqn,2011,5,spring,22,4.0,27,43.2,23.9,98.0,0.0,4.5,
51315,2011-05-02 20:40:00,lakeland,FL,28.0391667,-81.95,dhvxx0m,2011,5,spring,21,3.667,22,78.4,62.7,5.0,0.0,13.3,
51316,2011-05-02 21:00:00,presidio,TX,29.5605556,-104.3716667,9tmb0vq,2011,5,spring,21,3.667,22,71.6,15.1,0.0,0.0,12.8,
51317,2011-05-02 21:00:00,arcadia,FL,27.2155556,-81.8586111,dhvfc62,2011,5,spring,21,3.667,22,81.8,63.7,2.0,0.0,9.5,
51318,2011-05-02 21:00:00,santa monica,CA,34.0194444,-118.4902778,9q59x9n,2011,5,spring,21,3.667,22,71.1,27.7,0.0,0.0,8.2,
51319,2011-05-02 21:30:00,santa monica,CA,34.0194444,-118.4902778,9q59x9n,2011,5,spring,22,3.667,22,69.2,28.7,0.0,0.0,6.0,
51320,2011-05-02 21:30:00,brainerd,MN,46.3580556,-94.2005556,cbjp8rj,2011,5,spring,22,3.667,22,37.2,26.1,97.0,0.0,1.1,
51321,2011-05-02 21:56:00,loveland,CO,40.3977778,-105.0744444,9xjmbfp,2011,5,spring,22,3.667,22,39.0,28.4,5.0,0.0,4.5,
51322,2011-05-02 23:30:00,riverwoods,IL,42.1675,-87.8969444,dp3rzu7,2011,5,spring,00,3.667,22,48.0,35.5,99.0,0.0,4.7,
51323,2011-05-03 05:20:00,tulsa,OK,36.1538889,-95.9925,9y7txts,2011,5,spring,05,0.667,3,42.0,39.1,0.0,0.0,5.3,
51324,2011-05-03 11:45:00,issaquah,WA,47.5302778,-122.0313889,c23nrhe,2011,5,spring,12,0.667,3,51.5,45.5,36.0,0.01,5.6,
51325,2011-05-03 12:30:00,houston,TX,29.7630556,-95.3630556,9vk1mfn,2011,5,spring,12,0.667,3,68.3,44.6,23.0,0.0,14.1,
51326,2011-05-03 21:00:00,caret,VA,37.9825,-76.9616667,dqc20dw,2011,5,spring,21,0.667,3,73.3,59.9,98.0,0.0,8.8,
51327,2011-05-03 21:00:00,grants pass,OR,42.4391667,-123.3272222,9r833tg,2011,5,spring,21,0.667,3,50.4,38.6,0.0,0.0,4.9,
51328,2011-05-03 21:00:00,redwood city,CA,37.4852778,-122.2352778,9q9j4ry,2011,5,spring,21,0.667,3,58.5,48.6,0.0,0.0,4.2,
51329,2011-05-03 21:10:00,upland,CA,34.0975,-117.6475,9qh3fz7,2011,5,spring,21,0.667,3,75.6,26.3,0.0,0.0,2.0,
51330,2011-05-03 21:16:00,woodland hills,CA,34.1683333,-118.605,9q5dmh4,2011,5,spring,21,0.667,3,73.8,41.8,0.0,0.0,2.1,
51331,2011-05-03 21:20:00,venice,CA,33.9908333,-118.4591667,9q5c27u,2011,5,spring,21,0.667,3,75.0,43.0,0.0,0.0,4.1,
51332,2011-05-03 21:30:00,san jose,CA,37.3394444,-121.8938889,9q9k6jr,2011,5,spring,22,0.667,3,58.8,48.3,0.0,0.0,5.0,
51333,2011-05-03 21:30:00,davenport,IA,41.5236111,-90.5775,9zrs4z5,2011,5,spring,22,0.667,3,41.6,33.4,6.0,0.0,5.2,
51334,2011-05-03 22:30:00,saint george,UT,37.1041667,-113.5833333,9qx5p6e,2011,5,spring,22,0.667,3,72.4,4.0,0.0,0.0,0.4,
51335,2011-05-03 23:30:00,amery,WI,45.3069444,-92.3619444,cbn3drb,2011,5,spring,00,0.667,3,32.7,26.6,57.0,0.0,3.7,
51336,2011-05-04 01:33:00,colorado springs,CO,38.8338889,-104.8208333,9wvkytr,2011,5,spring,02,3.0,15,35.6,24.7,13.0,0.0,3.4,
51337,2011-05-04 09:00:00,albuquerque,NM,35.0844444,-106.6505556,9whpt4g,2011,5,spring,09,3.0,15,59.4,11.7,0.0,0.0,7.0,
