,bf_id,full_date,title,state_code,state,latitude,longitude,geohash_5,geohash_6,geohash_7,geohash,date,year,month,day,season,temperature_mid,dew_point,cloud_cover,moon_phase,precip_type,classification,observed,solar_kp_index,solar_ap_index
791,23558,2008-04-05,Report 23558: Friends lost on backroads west of Olympia are stunned by a creature with large green eyes,WA,Washington,46.98278,-123.1742,c227m,c227m0,c227m0g,c227m0gq90,2008-04-05,2008,4,5,Spring,40.0,35.0,0.8,0.98,rain,Class A,"My boyfriend E. P. and I were with our good friend D. I. who was driving an F150 pickup truck.  We had gone up onto the logging roads for the boys to teach me how to shoot a shotgun better. It is very desolate and has very thick forests. We went in near the Elma/Satsop, WA area and drove for hours.  We ended up getting lost but knew the A and B line roads (which we were on from what the Garman told us) came out somewhere near Capitol forest. By this time it was pretty late and we were ready to go home. We ended up turning around somewhere in between and found ourselves going around a corner with a hill coming down on the left hand side that had lots of tall pine trees and low laying brush/stumps.  The next few moments all kind of fade together so I will try to type them out as clear as possible without the cursing involved.  I was sitting in the middle seat and I saw a flash of HUGE eyes first in the headlights. By this time I had said ""holy **** look at that"" and D. I. had stopped the truck and opened his door and gotten out because whatever it was was at about a 35 deg angle on the left side not even 100 yrds away from us and my boyfriend sitting on my right had no clue what was going on.  Let me just say that both boys I was with have done lots of hunting and are familiar with animal reactions and their sizes/eye shape, etc.  I am still sitting in the middle of the seat and my boyfriend has gotten out now too and I am FROZEN in fear.  I feel like 5 minutes go by that I am staring in to the largest greenish glowing eyes I have ever seen. I felt like time literally stopped.  D. I. with his door open to my left is so shooken up that he cannot even get the bullet into the shotgon, or even hold it.  All of the sudden my boyfriend said I started shrieking and screaming, and I felt like I was snapped out of a trance and I saw its outline.  What sticks out the most besides the eyes was huge forearms that it seemed to be proping itself up on. I didn't notice color.  It was atleast 700/750lbs.  I kept screaming and now crying(I never even knew I was) and both boys jumped back into the truck, my boyfriend was still wondering what D. I. and I had both saw. My nose started gushing blood (the first nosebleed I've had in many years) and I don't know if it was from the absolute terror of the moment. The thing didn't move the whole time which is so strange even for a bear or elk in the headlights.  We drove off and it RAN up the hillside that was slanted up to the left. The next hour in the truck was so weird and D. I. didn't want to talk at all about it. All he would say over and over was ""that was huge, the eyes, huge..""  We all wanted to get the hell out of the woods. The next day he came over.  He said one really weird thing was he woke up with a nose bleed and he hadn't had one in many years too. We talked more about it and it kept getting more strange to him.  He is the type of person who talks himself out of things like this to not seem like a pussy.  I am not the type of girl that gets scared easily. I never scream or cry I have grown up camping and backpacking in the woods and have seen many animals.  Never in my whole life have I experienced something so strange, shocking, and terrifying all at the same time.  This happened a couple of days ago and I still cannot sleep a whole night through without thinking about it.",1.333,5
792,23578,2008-04-08,Report 23578: Possible tracks found along the Greenbelt Corridor outside Denton,TX,Texas,33.27303,-97.03784,9vfvr,9vfvrc,9vfvrc5,9vfvrc5jqq,2008-04-08,2008,4,8,Spring,65.0,59.0,0.68,0.1,rain,Class B,"I live in Frisco Texas, and me a friend go kayaking at the greenbelt quite often, Denton county, it connects lakes Lewisville and lake Rayroberts together, We started kayking and probably went about 2 miles when we came upon a log jam we could not get around. So we had to get off the water and go around it on the shore. When we were about to put our boats back in the water my friend yells for me to look at something and we came upon a series of unusual footsteps that looked non human but bigger then any other animal that is in this area. I did some research and noticed that there hasnt been any sightings in this area but these are very unusual human like animal tracks. I do have pictures.",1.667,6
793,23628,2008-04-18,Report 23628: Possible tracks found in yard north of VIan,OK,Oklahoma,35.56637,-94.98001,9yk6q,9yk6qd,9yk6qdt,9yk6qdttj7,2008-04-18,2008,4,18,Spring,50.0,42.0,0.71,0.45,rain,Class B,"I found foot prints in my yard . I made a cast of one and it shows some toes, an arch and even the foot ball.",2.0,7
794,23645,1970-04-01,"Report 23645: Sighting by motorist in the Great Smoky Mountains National Park, not far from the park entrance.",TN,Tennessee,35.68449,-83.53575,dnke5,dnke50,dnke505,dnke505j5z,1970-04-01,1970,4,1,Spring,58.0,38.0,0.95,0.84,rain,Class A,"In late spring of 1970 while traveling south between Gatlinburg, Tn and Cherokee, N.C. on Hiway 441 somewhere near the state line in the Great Smokey Mountains National Park. We sighted a very tall hairy creature. We were crusing down the road wondering if we would see any bear and as we rounded a curve there was this creature coming from the right side of the road down grade from some small trees and bushes that still had leaves. It moved across the road directly in front of us and after entering the bushes on the left side of the road angled off the same direction we were traveling. We could still see it's head for a few seconds before it dissapeared. I would guess the height to be somewhere in the 7+ foot tall range. It had a very long stride and walked like a human swinging it's long arms with it's stride. It covered the distance of 100 ft or so in seconds. It never looked at us, there were no noticable features that stood out. It was tall, slender, smooth clean straight hair that coved the whole body and it's head just seemed to come out of the body with no noticable neck. We were flabergasted at the sight of it and tried to convince ourselves it was a bear. But we knew it could not be because of the way it walked and it's height, no nose protruded nor could we see any facial features as it never even looked at us nor showed any sighns of us being there. We were crusing along probably around 45 MPH with almost no other traffic on the road that day. It happened so quickly that my wife never had time to pick up the camera in her lap and get a picture.",2.667,12
795,23701,2005-07-03,Report 23701: Vocalization heard at close range on Appalachian Trail (Gooch Mountain Shelter),GA,Georgia,34.6527,-84.0354,dnhjp,dnhjps,dnhjpsr,dnhjpsr697,2005-07-03,2005,7,3,Summer,70.0,68.0,0.49,0.91,rain,Class B,"I was hiking the Appalachian Trail in July of 2005 and I stopped to spend the night at the Gooch Mountain shelter.   There was a hiker there at 16:00 but he left around 18:00 to get in a few more miles. It was a normal night on the AT until around 2:30 in the morning. I was awakened by a very heavy rustling sound. I immediately jumped up in the sleeping bag thinking it was a bear. I was sleeping in the loft upstairs, for just this reason, and I had seen a bear earlier that day. When I shined my headlamp out the front of the shelter there came a tremendous whooping sound. It was a mmoooooopp. It was pitch dark and dead silent except for this tremendous whoop. I was almost painful to the ears it was so loud. I could not see anything. The sound seemed to be about 50 feet away and moved from left to right out of range of my headlamp repeating this loud whoop. There were no other sounds in the woods, nothing, not even the crickets or frogs until 3 or 4 minutes after the sound stopped. I did not sleep the rest of the night. I looked in the morning and found no evidence of a bear, raccoon, or other animal, but the ground was very hard and dry. The sound came from the area where I had my food hanging in a tree away from the shelter. I am a big guy, ex-military and spend a lot of time hiking and surviving in the woods. I have never heard anything close to this sound from any animal I have ever encountered. I do not scare easy but this had me really shaken. I watched a show on The Discovery Channel (I think) a while back and they played a supposed recording of a Bigfoot, then I realized this was exactly what I heard. Until that time I had dismissed the event.",3.0,15
796,23730,1978-11-15,Report 23730: Bowhunters get unexpected response near Boston,KY,Kentucky,37.7755,-85.67188,dnenf,dnenfk,dnenfkz,dnenfkzdhx,1978-11-15,1978,11,15,Fall,47.0,41.0,1.0,0.53,rain,Class B,"Myself and two buddies were bow hunting a tract of land we had used for quite a few years. This is about a 500 acre patch of hardwoods that borders the Kentucky Turnpike. We always camped in an old abandoned barn right off Nelsonville Rd just a few miles out of Boston. It was a cool November afternoon and we had decided to do some scouting. We had walked a set of railroad tracks about a mile back into the middle of the area we always hunted. We made our way off the tracks and were slowly working thru the woods. The area is mainly gentle rolling hills and bottoms. We were spread out about 100 yards apart and had just topped a small ridge. About 200 yards down in the next bottom something caught my eye. I noticed something black moving quickly through the woods and it was out of site in a matter of seconds. I thought it was pretty odd as there were no bears in this area of the State back then. And we had never noticed any farm dogs or other livestock this far back in the woods. When we met on the tracks to head back to camp I asked my buddies if they had noticed anything strange while scouting and neither of them had seen anything. I casually mentioned what I had seen and left it at that. Later that evening back at the barn, we had finished supper and had turned in to our sleeping bags to call it a night. It was cool and clear and the local farm yard dogs were carrying on pretty good and the katydids were really putting up a fuss. As the area was really loaded with fox and everything seemed to be pretty active I decided to try and call one up from inside the barn. I pulled the cellophane off a pack of smokes and squeezed it between my thumbs and started a series of calls, sounding like a rabbit distress call. This tactic had worked well for us in the past. This evening it worked a little too well. After about 5 minutes of me screaming on the call the local dogs were really worked up good and sounding off like crazy. What happened next, I’ll never forget till the day they lay me in the ground. From way off in the distance a low moan started up that grew into a load mournful roar that sent shivers down my spine. We all sat up in silence for a few seconds and noticed that not a single dog or katydid was making so much as a peep. The woods had become dead silent. Not believing what we’d just heard I let out one more blast of calls from the makeshift varmit call. Again it started up low and grew into that same roar like sound. This time really put the fear of the Lord in us all. My buddies were begging me to stop and it really didn’t take too much convincing. The hair on the back of my neck and arms was standing straight up and goosebumps had come up all over me. I put the cellophane away and got as deep down in my bag as I could. None of us said another word and sleep was nearly impossible. We all three lay in that barn dead silent till morning light.  Needless to say not a one of us dared head out that next morning in the darkness for any deer hunting. We got up, packed and headed out of there as fast as we could.  I was 17/18 years old at the time and had spent nearly all of this time in the woods and on the water and had never ever heard anything like what we did that night. I am now 48 and have moved off to another State but still spend every possible minute I can in the woods. To this day I have never heard anything like we did that night until I came across your website. When I listened to the 1994 Moaning Howl from Columbiana County Ohio chills ran down my spine. Absolutely 100% no doubt that this was the EXACT same sound we heard coming from the patch of woods that night. My wife and kids think I have lost it when I tell this tale to them and play that recording back over and over to them.  But I can say with certainty that what I heard some 30 odd years ago in that old barn is a perfect match to the Ohio recording. .",2.0,7
797,23762,2007-07-27,Report 23762: Sasquatch meets car running along US Hwy. 219,WV,West Virginia,37.9937,-80.3616,dnyb5,dnyb5k,dnyb5kd,dnyb5kd3qg,2007-07-27,2007,7,27,Winter,73.0,63.0,0.67,0.42,rain,Class A,"My finance and I live in Greenbrier County in the town of Renick. We had to go to Charleston early that morning around 1:30am for a medical appointment. We pulled out of our driveway and started heading South. About 50 feet down the road, all of a sudden we see this tall, hairy, lanky, glowing eyes of a creature running North on our side of the road. It came right down the passenger side of the car. I didn't say a word, I looked at my fiance and he looked at me and said ""What did you just see?"" I said ""Oh my God, I just saw bigfoot."" and he got so excited and was saying ""I saw it too,"" ""I saw bigfoot!"" This thing must have stood 7 to 8 feet tall. It was running and it's arms were long and lanky, swinging back and forth as it ran. We pulled in a near by parking lot and turned around but did not see it again. After we returned from Charleston one of my neighbors walked along the fence line with me. We saw where it crushed the grass while running. Where it crossed the fence, I found some strands of hair caught in the wire.",2.667,12
798,23822,1999-09-20,Report 23822: ATV riders descibe dusk encounter in the Monte Cristo Range,UT,Utah,41.5343,-111.5281,9x2sq,9x2sq1,9x2sq15,9x2sq15dyf,1999-09-20,1999,9,20,Fall,48.0,42.0,0.17,0.34,rain,Class A,"It was late September 1999, my seven year old son and I were working in the mountains above Huntsville Utah. We were working on a cabin site doing the excavation. We were camping on site so we would not have to commute for two hours each way. We camped there for seven days. On the fifth day we finished working and decided to go for a ride on the four wheeler. It was about an hour before sunset as we began our journey. We rode for a while until we decided to start our way back to camp.  We turned around in what seemed to be an old camp site just off of the road. The sun had fallen out of site behind the mountains as the shadows blended together. It was turning to dusk. We made the turn and started to move back onto the road when my son tapped me on the shoulder and told me to go faster. I turned to look at what he saw and could not believe my eyes. There about fifty feet or so away was a large upright creature casually strolling in a parallel line with us. He was about seven or eight feet tall with a stride that I cannot forget. He moved smoothly along an old fence line where he turned into the woods and disappeared. He was dark in color and didn't seem to be coming after us. My biggest regret is that out of panic I took off as fast as I could and didnt turn towards him for a better look. We got back to camp about five miles down the mountain where we built a large fire and spent a sleepless night thinking about our encounter.",2.0,7
799,23836,1976-10-20,Report 23836: Several incidents experienced by father and son outside St. Louis,MO,Missouri,38.73802,-90.53249,9yzs7,9yzs7u,9yzs7uh,9yzs7uh324,1976-10-20,1976,10,20,Fall,40.0,36.0,0.68,0.9,rain,Class A,"This story has been told by my father, I remember him coming home as a kid an telling us his hunting stories,this story was the best, this story was never talked about again until this year when i learned about this site, I ask my father now in his late 60s about the story he told when we were kids, this happened in 1976, my father is an avid bowhunter, while leaving a deer stand and heading back to the house, he noticed a large man standing on the edge of a small  field, directly across from him. he had thought it was another hunter that hunted on the farm, my dad whistled at him to let him know he was there, there was no response, so he whistled again, no response, keep in mind this is a small winter wheat field.food plot.approx 100 yards across, my dad said he stopped and studied the figure and realized it was very tall, and it was not a man, he said his hair stood up, and he made his way to a dried up slough and headed towards the house, while navigating his way he said he could hear limbs popping behind him, when he stopped to listen it would stop, when he moved again it would move, he never seen the creature again until this year 32 years later in November 2008, while deer hunting again on the same farm, he called me and told me he seen something again, on the farm, this time he only got a glimpse of it, it was on its belly crawling up a deer trail out of a slough, he said it was black in color,and very large, he said he only got a glimpse of it and believed it to be one of the creatures. This area has very heavy jungle like foliage, if you have ever been in the river Missouri  bottoms, you know what I am describing, my dad would never tell this or report this to anyone. I have decided to do it so the info is out there.",3.0,15
800,23856,2007-07-15,Report 23856: Campers hear and see possible bigfoot pass by tents on Nuclear Lake,NY,New York,41.59773,-73.64642,dr7ss,dr7ssh,dr7sshs,dr7sshsk64,2007-07-15,2007,7,15,Summer,73.0,65.0,0.3,0.04,rain,Class B,"My sister and her two children, my wife and I and our two dogs went to Nuclear lake in Dutchess county for an overnight camping trip. We set up camp in a field next to the lake a few hundred feet off the applician trail. We had two tents and went in them to sleep around 11:00p.m. My sister was feeling uneasy so I sent my male dog to her tent to sleep with her and the kids. My older dog, my wife, and myself were in my tent. I turned the opening of my tent to face my sisters tent door so she felt less stressed. An hour went by and the kids my old dog and wife were sleeping. Suddenly I heard foot steps coming from the woods heading toward us. It was a very dark night but I saw no flashlight shine. Then my young dog in my sisters tent started to make this whine/growl and I could clearly hear a person walk behind my sisters tent, but still no flashlight shine! All the while my sister was awake and my young dog freaking out almost crying and he is a pitbull not afraid of any critter. I KNEW it was a bigfoot and told my sister not to worry because she hates the woods and couldnt sleep. The next morning she looked very tired and we only spoke about it a month later on the phone. She said she knew it was a biped and couldnt sleep all night. My wife, my two dogs and I are trail runners and twice a week do 6 mile runs on this section of the Appalacian trail. It is remote and rugged and I have Moose dropping on my fireplace mantle from that area and bear sightings are common. A few miles up the trail is a large beautiful swamp also. This is not my first time I had the feeling bigfoot was around. My wife and I are in the woods more then anyone I know. We hike and back pack all summer and log 25 miles a week in the woods trail running. I made a report a few years ago when we were hiking up Buck mountain when a bigfoot was smashing trees and making that loud click noise like I can do with my tounge but 10 times louder. I know a woman who had a daytime visual in st. lawrence county n.y. and I also know a man who had a visual in penn. when he was hunting deer. What is the real story on bigfoot. Are they so slick that no one can get a good picture or do they just scare people so much that the powers that be dont want the cat out of the bag. I wont go in the deep woods alone anymore and I was never afraid but now I am and hate that feeling. I'll give my name and number and I sure wish someone would call me. thanks.",4.333,32
801,23908,2006-09-07,Report 23908: Camper describes possible stalking at a camp near Scare Canyon,UT,Utah,41.49955,-111.6348,9x2s5,9x2s5d,9x2s5dy,9x2s5dy02s,2006-09-07,2006,9,7,Fall,59.0,45.0,0.2,0.5,rain,Class B,"Back in 2006 my husband and I were out just kind of exploring and looking for a good camp spot up on top of Monte Cristo, maybe 5 miles at most from Ant Flat Road. (Thats a dirt road that cuts off of the paved road and takes you to Hardware Ranch). We finally found a really amazing spot at at the top of Scare Canyon. It was grassy and had tons of Aspen trees. So we parked and got out of the truck. Down from us and through the trees about 50 yards was a ""watering hole"" for cattle and such. We decided to stretch our legs and walk down to it. When we got there I noticed that it was REALLY quiet, but I just kind of brushed it off. We spent about 10 minutes at this pond and then walked back. We made dinner and just sat around talking until about 10:45pm. Thats when I got scared. Our dog was whining and whimpering, she was running all around our campsite and could not be comforted. She is a medium sized dog (red heeler and chow chow mix) and she has been around all sorts of big game before. She has never acted this way. So I get into the back of the truck where we were sleeping and Lady (our dog) jumped into the truck with me, hid behind me and was shaking. At this point I was trying to coax my husband into the truck so we could just go to bed. He finally got in about 20 minutes later and he went straight to sleep. I and the dog, on the other hand, did not sleep. Lady kept looking out the window and kind of growling/whining. So I sat up and what I saw freaked me out! In the light of the full moon I could see a VERY tall dark figure standing about 25 yards from us. At first I thought maybe it was a moose looking either at us or away from us because it was tall and skinnier than if you saw a moose standing sideways. I was scared but very curious, so I sat staring for maybe 5 minutes. It finally moved...It took about 4 or 5 steps in the direction of the stock pond. Thats when I realized it wasn't a moose or any other four-legged animal!! I got a bad feeling in the pit of my stomach and just laid back down. I couldn't sleep after that! So I laid there for a little while and sat back up..it was gone. I didn't get much sleep that night. I never noticed any smell or heard anything besides our dog. Also, we were the only people in the area at that time.",1.667,6
802,23916,2008-05-31,Report 23916: Family records possible vocalizations in daylight near Mt. Zion Cemetery,TN,Tennessee,35.0228,-87.2352,dn1zn,dn1znz,dn1znzt,dn1znztq8e,2008-05-31,2008,5,31,Spring,78.0,69.0,0.22,0.88,rain,Class B,"While on a day trip to a very remote local cemetery in the pine barrens near Appleton, Tennessee my family and friends observed a freshly fallen tree across Sugar Creek about 150 yards south of the Mt. Zion Church entryway. Visitors have to cross a low water bridge on Sugar Creek at this point. Was a very pleasant day in May (31st), with blue skies and a light breeze. After about a half an hour we heard what could only be described as the most unholy sound any of us have ever heard coming from the area past the fallen tree on Sugar Creek (about 1000yds away from us). It was no cow, donkey, horse, etc. My wife and best friend heard this sound and in fact captured it on our camcorder. It is nowhere as loud as it was in person, but I do have it recorded.",0.667,3
803,23949,2008-05-03,Report 23949: Turkey hunter has early morning sighting near Rozetta,IL,Illinois,40.9452,-90.9009,9zr2g,9zr2gm,9zr2gmz,9zr2gmzgpd,2008-05-03,2008,5,3,Spring,49.0,38.0,0.61,0.93,rain,Class A,I was turkey hunting this spring. It was just breaking daylight and I heard some breaking branches. I was looking the way the branches were being broke and I seen a large figure heading down the draw. I watched it as far as I could and it finally just vanished into the woods. I have hunted these woods for 20 years and never seen anything like it. It was around 7 or 8 feet tall and it looked like it had a hunch back. The light was just wrong but it looked like it was hairy and had long arms.,2.667,12
804,24024,2004-06-12,Report 24024: High School friends camping at Rainbow Falls State Park hear vocalizations near Chehalis,WA,Washington,46.63153,-123.2349,c2237,c22379,c22379p,c22379p06e,2004-06-12,2004,6,12,Summer,57.0,45.0,0.47,0.84,rain,Class B,"possible vocalization? this happened when i was a sophomore going into junior year of high school. it was summer and me and about 10 of my friends went camping to the rainbow falls state park. they have alot of wildlife listed on their website to be known in the area, but none that would make a noise like the one me and one other friend can recall. after we put our fire out and people started going to sleep me and one other friend were the last to be up, we sitting on the picnic bench talking, about 5 minutes later we went in our tent where everyone else in our group was already asleep. we layed down and a couple minutes later i started to notice this high pitched howling noise way in the distance. at first i didnt think any thing at all of it, me and my friend who was awake were joking that it sounded almost like tires screeching way in the distance. It only caught my attention recently when i was browsing the bfro site and listened to the puyallup recording and it sounded almost identical to the noise i heard that night in rainbow falls. It gives me goosebumps when i hear that recording, just thinking about the whole incident now.",0.333,2
805,24033,2008-06-15,Report 24033: Woman describes foul odor and possible vocalizatons near home outside Charlevoix,MI,Michigan,45.33075,-85.23538,f053u,f053uk,f053ukj,f053ukjqz8,2008-06-15,2008,6,15,Summer,63.0,53.0,0.19,0.41,rain,Class B,"Hi, This is really wierd for me, and I have no idea if BigFoot even exists and have never in my life considered that it may. I do not mean to waste your time and do not intend to. I just want to let you know what I have experienced and it could be nothing at all. I have NEVER in my life read about signs of a bigfoot or anything of the kind so I don't know what to look for, but it occurred to me that something odd is going on in the woods behind my house in Northern Michigan (my summer home). Upon arrival to Michigan for the summer, I walked around the back of my house via my wraparound porch and smelled such a pungent aroma kind of like a sulfer/waste smell mixed with the strongest male body odor I have ever encountered. It was about 50 degrees outside and I could not get over the strong smell which literally overwhelmed me. The home has been vacant for months and noone would have been near the house in the preceding days of our arrival. It smelled like a man, but more like a poopy body odor but literally ten times stronger. My house is located on a cul de sac with only 2 other homes on it both at least 100 yards and 200 yards away. Our lot is big about 1-1/2-2 acres with woods on 3/4 and the 3rd hole of the golf course on the other 1/4. The woods however are quite thick and have lots of deer and turkey etc. The next day I went outside again early in the morning and smelled it again so strongly. The smell actually lasted around 2 1/2 days and then finally went away. Keep in mind that the house has been vacant for over 9 months until we arrived. Then 2 nights ago my husband and I heard a deep-throated moan or sream kind of like an animal dying but it didn't sound like an animal and it didn't sound human either. Strangest thing ever.",4.0,27
806,24056,2008-05-28,Report 24056: Hunter describes combination of rock clacking and bird-like vocals in public hunting area near Van Wert,IA,Iowa,40.8348,-93.85965,9zm22,9zm221,9zm221t,9zm221trzw,2008-05-28,2008,5,28,Spring,60.0,46.0,0.97,0.77,rain,Class B,"JUNE 28TH, 2006.   I HAVE EARLIER REPORTED A BIGFOOT SIGHTING SEVERAL YRS AGO. THIS HAPPENED TO BE IN IOWA, DECATUR CO. AND SO HAS THIS OCCURENCE. IF YOU HAVE EVER BEEN AT LEAST A PART TIME SPORTSMAN AND FOUND YOURSELF LOVING THE NATURE AROUND YOU, THEN YOU MAY KNOW WHAT I AM SPEAKING OF. THERE ARE CERTAIN SOUNDS THAT GOES ALONG WITH ANY GIVEN AREA, SOUNDS THAT BIRDS AND OTHER FAMILIAR CREATURES MAKE. EVEN THE NUTHATCH AND THE POPPING MOREL MUSHROOM MAKE A SOUND IF YOU ARE IN THEIR WORLD LONG ENOUGH TO HEAR THEM IN REPETITION. EVEN THE TREES AND THE GROUND HAVE MADE NOISES THAT MOST SPORTSMEN SIMILARLY IGNORE. IT WASN'T UNTIL TODAY, 6/24/08, THAT I PUT IT TOGETHER. A SOUND WAS RECOGNIZED BY MYSELF WHICH I BELIEVE TO BE A BIGFOOT.  I WILL EXPLAIN AS BEST I CAN. I RETURNED TO THE PARSAL OF LAND WHICH I HAD MY 1ST VISUAL EXPERIENCE OF THE CREATURE. HE SORTA SCARED ME OFF. I BROUGHT A FRIEND WITH ME TO  SHOOT SOME GUNS AS IT IS A VERY SAFE PLACE TO DO SO. WE HADN'T PUT TOO MANY ROUNDS DOWN RANGE INTO A STEEP VERTICLE BANK WHICH IS PROBABLY 50 FT HIGH. WE WERE LESS THAN 200 YDS FROM THE SIGHTING LOCATION AND I COULD HEAR TWO HUGE ROCKS BEING SMACKED TOGETHER. IT WAS NO COINCIDENCE. I HAVE HEARD THIS BEFORE WHILE IN THE WOODS, BUT ONLY AT 2 LOCATIONS. IT WAS QUITE RHYTHMIC AND THE NUMBER OF SMACKS WERE LIKE ALWAYS EQUALING 4-6 IN THE COUNT. I EVEN MENTIONED TO THE MAN WHO WAS WITH ME, BUT THE NOISE HAD STOPPED BY THE TIME HE HEARD ME OVER HIS EAR PROTECTION. I ALSO HAD EAR PLUGS IN, BUT HAD NO PROBLEM HEARING THE SOUNDS. I KIND OF THINK THIS ROCK SMACKING IS TO LET ALL OTHERS OF THEIR KIND KNOW ABOUT HUMANS ARE AROUND. I'M ALSO THINKING THAT IT IS TO GIVE AN "" ALL CLEAR"" MESSAGE AS IT IS HAPPENING AT A SPECIFIC TIME, EACH TIME. I ALSO THINK THEY USE THE CALLS OF NATURE'S WILDLIFE TO COMMUNICATE. PARTICULARLY THAT OF A GREAT HORNED OWL AND A CROW. THIS IS DUE TO THE FREQUENCY AND TIMES OF OCCURRENCE WHICH I CAN'T QUITE EXPLAIN.  IT IS SOMETHING YOU HAVE TO EXPERIENCE FOR YOURSELF.",2.667,12
807,24061,1979-08-10,Report 24061: Family gathering interrupted by 8-foot tall visitor at the kitchen window,WV,West Virginia,37.445,-80.17,dnwvp,dnwvp8,dnwvp8t,dnwvp8tuzt,1979-08-10,1979,8,10,Summer,75.0,68.0,0.23,0.59,rain,Class A,"I was 11 yrs old and we often visited my dads family during the summer break. We arrived about 11pm and were all sitting around talking (4 men, 3 women & 5 kids).  I noticed my grandmother kept looking over her right shoulder towards the large kitchen window.  She suddenly grabbed my grandfathers leg and whispered ""Benny, there’s something in that window"". My grandfather looked at the window and calmly went into his bedroom. He called my father and uncles in after him. I got up and went in also as my granddad was taking guns off the rack and he said, ""There is something at that back window; we got to run it off"". My dad and his brothers smiled at each other, thinking it was a joke until granddad loaded his double barrel 12ga (paw-paw did NOT play with guns). My dad & uncles took the guns and ammo handed them and started for the front door. I being the oldest grandson tagged along at the rear (with an unloaded .22 rifle) feeling like I was one of the men.  I remember feeling scared but also brave going out in the dark to deal with this bear or whatever it was. Granddad and uncle got to the rear of the house, turned the corner and froze in their tracks. My uncle said ""Daddy what the hell?"" My grandad fired both barrels one after the other. I dropped my gun spun around, heading back to the front door which was locked tight! I was pounding on the door and screaming, “Let me in!” I looked to my left and where the roof meets the wall of the house I saw the outline of one shoulder and a head and two small greenish yellow eyes reflect in the porch light. During this time the men were at the rear of the house, the women and kid's were inside screaming because of the shotgun blasts, and I was pounding on the front door all, within about 5 seconds of the shots. My dad came around from the right side looking for me. I pointed to it and he put me behind him, yelling for them to open the door. In about 30 minutes we were all back in the house and pretty well freaked out. None of us slept well that night. I do remember my granddad talking to himself saying, ""Wonder where them dogs got off to?"" A couple Years later, I asked my granddad what is was he saw that night and he said it was not a bear that’s for sure. By the way, the kitchen window is about 8 feet off the ground due to the slope of the mountain.",0.667,3
808,24089,2008-06-21,Report 24089: Witness hears loud screams and foot steps while camping near Laporte,MN,Minnesota,47.1589,-94.83755,cbks3,cbks3c,cbks3cj,cbks3cj2sb,2008-06-21,2008,6,21,Summer,64.0,48.0,0.21,0.59,rain,Class B,"We went on an all girls camping trip June 20 - 22 of 2008.  We were up having a fire, making smores and having a few drinks.  There was a total of 6 girls on the trip.  Everything was fine until we went to bed at around 3:45 in the morning.  4 girls slept in one tent while my best friend and I slept in another tent.  About 15 minutes after we finally got settled in we heard some loud screaming/grunting.  I knew that I had never heard anything like that before.  My friend and I were totally silent and listened again.  We heard it again but it was moving fast thru the forest.  We agreed that after that we would not be able to sleep by ourselves.  We left our tent, grabbed the hatchets from our campsite and slept in the tent with the other girls.  I did not sleep at all that night until after sunrise.  I was scared out of my mind!  I stayed awake with the hatchet in my hand for the rest of the night and the following night.  Later on that same evening/morning I heard something walk thru our campsite but I didn't even move.  I was too scared.  In the morning I thought I heard our cooler open but I was much too tired and thought it was one of the girls.  When I got up all of our water was gone out of our cooler, but the beer and food was left.  We never woke the other girls up that night and we didn't tell them until morning.  I was on high alert the second night but didn't hear anything except what might have been a small raccoon or something rustling around in the brush.  I know what we heard was not any normal animal.  I was really scared and I will never forget it.",1.0,4
809,24127,2002-09-15,Report 24127: Partridge hunter has a daylight sighting while driving from Germfask,MI,Michigan,46.18968,-85.97613,f04yg,f04yg8,f04yg8d,f04yg8d46u,2002-09-15,2002,9,15,Fall,55.0,48.0,0.17,0.31,rain,Class A,"This incident occurred in late September or early October in 2002.  I was living in Seney at the time and working in Manistique in the U.P. of Michigan.  I would take the Manistique river road to work every day to try and bag a couple of partridge on the way in.  This is a gravel road that runs along the river from Germfask to Manistique.  On this day, I left early and drove slowly for about the first half of the road.  I had shot one bird, and chased another into the popples a way, and realized that I was close to being late. I cased up my shotgun and jumped in the car and put the hammer down in the 1991 Ford Fiesta.  About 45mph is pretty fast on this road, but I had driven it many times.  With the river on the right and white pine stands on the left, I was approaching an area called the ""second high bank.""  I saw movement on the left in the pines, and slowed down thinking to avoid hitting a deer. About 30 to 40 yards ahead of me I saw what can only be described as a sasquatch approach the road, then pause and look in my direction, and apparently, change his mind and turn and run parallel to the road in the direction I was travelling.  This scared the s*** out of me.  I slowed down but was scared to stop, and I didn't want it to jump me in the small car, so I jammed brakes, and reversed a couple hundred yards.  I took my single shot 20 ga. out of the case and loaded it with birdshot.  Still scared to go back in the direction I was headed, I sat there for about 2 to 3 minutes, until a pickup truck with another hunter approached from the same direction I had come.  I let him pass and then followed him on through to Manistique.  As I passed the area where the sasquatch had been I looked for sign, but saw none.  I have never told anyone about this until recently, when a friend of mine told me of a similar occurrence that had happened to his aunt.  He told me about this web site.",1.667,6
