bf_id,full_date,title,state_code,state,latitude,longitude,geohash_5,geohash_6,geohash_7,geohash,date,year,month,day,season,classification,observed,solar_kp_index,solar_ap_index
20028,1987-10-15,Report 20028: Hunter recalls unusual and persistent vocalizations at Carson Lake on the Grand Mesa,CO,Colorado,38.9969,-108.1098,9wgjg,9wgjgg,9wgjggh,9wgjgghv7j,1987-10-15,1987,10,15,Fall,Class B,"A friend and I were hunting on the Grand Mesa on the Lands End side.  We had hiked down Kanna Creek Trail to look for game. We had spent most of the day on stand and hiking.  We made our way back to my truck. We decided to stay the night so we could hunt in the AM and then go home. We were getting things set up for camp. Building a fire getting food out to cook. I had a Pop-up camper and I had just got it up and situated when my friend said ""What the heck is that sound!?"". He had never spent much time in the woods as I had so he was freeked out instantly. I came out of the camper to see what the problem was.  Then I heard it. It is the hardest thing to explain how it sounds but, here it goes. It sounded like a scream. Deep in sound, very loud and it lasted for long periods of time with the sound going up and down in volume.  It also sounded angry for some reason. At first I didn't give it much thought. I had heard a Mountain Lion screem and that will make hair stand up on the back of your neck. I have also head bears. But bears do not do that sort of thing.  They are quiet most of the time. As this sound is going on and on and on pausing for short moments as if to catch its breath, my friend is realy freeked out by now. I said to him it is just a Lion or two lions or a lion and a bear fighting across the lake. This did not calm him down much. I had my sidearm on me still. So I pulled it out and shot off a round in the air during the screeming.  Silence.  See I told him, we scared it away. I started to go about getting food out so we could eat. Now it is a little darker and you can't quite see details across the lake but you can still see. not even a minute later after firing a round off in the air, the sreeming started again. This time closer but still across the lake, louder and it seemed more pissed off! As if it was very mad we were here. Now we could here like bush being raked or shook but we could not see it. Just hear it. Now, I am getting freeked out because of what just happened. It came closer! Now, you would think a gun shot would scare game away not bring them closer. My friend is now really freeked out and wants to leave. NOW! I tell him ""We have highpowered rifles and we will be safe"". The whole time we are talking about leaving, the screeming is going on. I gave in to him wanting to leave and started to pack up camp. This took some time for us to do. Maybe 5 minutes or so. During this time the screeming was going on the whole time. Got everything loaded in a hurry buttoned up the camper and we got in and started it up and left. It is now dark and headlights the only lights besides the stars. The drive up and out of the lake has a few switch backs. I stopped at one to see if the screeming was still going on. It was not. We then drove out of there and down the mountain not saying a word. We had stopped to get a bite to eat and we just felt unsure of what we had experienced. Both of us decided not to say anything to anyone. I know I didn't say anything to anyone about it for a long time. I am unsure if my friend has said anything to any one. I have watched shows on TV about BIGFOOT since. Some of the shows had taped sound of what they said was BIGFOOT. To me it sounded like what I had heard.",3.333,18
20043,2007-06-01,Report 20043: Possible footprint and chatter outside Wetmore,MI,Michigan,46.159,-86.611,f04qt,f04qt4,f04qt4g,f04qt4gz9m,2007-06-01,2007,6,1,Summer,Class B,"I noticed that you are doing an expedition in the U.P. of Michigan.  My husband and I go to his families cabin in Wetmore which is in Schoolcraft County on the Chain of Lakes.  In June of 2006 we were standing out on the deck at around 10:30 and we both heard from across the lake back somewhere in the woods (it sounded like the area of Pine Marten Run Trail) a loud grunt/howl sound.  It sounded exactly like the calls from your website. Then again this June 2007 we were up there again and there was another sound that was loud and it sounded like muffled talking.  It sounded like something was trying to talk but not using English words.  We were both pretty startled. Then that same trip we went searching for a particular lake in Schoolcraft county, we found it and went down a road marked site 2.  I was looking around and my husband was fishing down at the lake.  He called me down there and there was a very large human shaped foot print where the sand met the grassy area.  I put my foot in the track and it fit but it was just much bigger.  I have a strong feeling there is something up there and hope that this helps with the expedition they will be doing in July.",2.0,7
20068,2007-06-30,Report 20068: Bigfoot spotted by driver in Cranberry River region of Monongahela National Forest.,WV,West Virginia,38.33109,-80.51374,dnydp,dnydpc,dnydpcg,dnydpcgwvc,2007-06-30,2007,6,30,Summer,Class A,"I had just left the Cranberry River in the Monangahela National Forest where some family members were camping. I took a short cut through Cranberry Ridge that comes out in Camden on Gauley to get home. It was midnight (12:03 to be exact.) I was almost to the Webster County Line when I saw what I thought at first was some idiot in a monkey suit in the middle of the road in front of me. I beeped my horn at it.He started to run very fast, in long strides and then I realized it wasn't a man. He wasn't wearing shoes. His feet looked hairy. He was covered in reddish brown hair and about six feet tall. The hair was all even in length. He ran about quarter of a mile up the hill in front of me then tore through some elderberry bushes and disappeared down the mountain. I only got a really quick glimpse of his face so I can't accurately describe it. The next day I went back and looked at the spot where he ran through the bushes. There were some kind of prints in the mud holes in the road and the elderberry bushes were broken and bent where it went through.",1.0,4
20100,1990-10-01,Report 20100: Daylight sighting by hunters near Gwinn (Upper Peninsula),MI,Michigan,46.09045,-87.48289,f01y1,f01y1q,f01y1q8,f01y1q8bkf,1990-10-01,1990,10,1,Fall,Class A,"I WAS WITH MY FRIEND RICK. HE WAS DRIVING US DOWN COUNTY RD SW IN WELLS TOWNSHIP, HEADING WEST TOWARDS  COUNTY RD 557. WE HAD BEEN MOVING ALONG SLOWLY TOWARD 557. I COULD SEE THE PAVEMENT AND THE SUN WAS SHINNING BRIGHT ON IT. THERE WERE SMALL TREES THAT HAD GROWN TALL ALONG THE ROAD BEFORE YOU GET TO THE PAVEMENT.THEY KIND OF TURNED IN TOWARDS THE ROAD AND CASTED A SHADOW ON THE ROAD. THE ROAD WAS WIDE ENOUGH FOR TWO VEHICLES TO PASS EACH OTHER IF YOU WENT SLOW. THE SUN LIGHT ON THE ROAD HAD ALL READY CAUGHT MY ATTENTION WHEN I SAW A TALL, MUSCULAR, HAIRY,BROWN,HUMAN LOOKING THING WITH A BIG HEAD. IT CAME OUT FROM THE SMALL TREES BETWEEN US AND 557, THERE WAS ABOUT 200 YARDS BETWEEN US AND THE ROAD. THE THING WAS ABOUT HALF THAT DISTANCE. IT CROSSED THE ROAD IN ONE STEP! IT LOOKED TO BE ABOUT 9-10 FEET TALL! AT THE SAME TIME IT WALKED ACROSS THE ROAD RICK HAD SLAMMED ON THE BRAKES IN HIS PICK-UP TRUCK. WE DID NOT EVEN LOOK AT EACH OTHER AT FIRST, THEN HE STARTED MOVING FORWARD AND WE WERE BOTH A LITTLE SCARED .WE TRIED TO LOOK FOR TRACKS WHEN WE WENT BY THE PLACE WHERE IT CROSSED. BUT HE WOULD NOT STOP AT THE PLACE WHERE THE THING WALKED ACROSS.",0.333,2
20101,2007-07-02,Report 20101: Afternoon sighting by hiker at Seneca Rocks,WV,West Virginia,38.835,-79.3686,dnzsc,dnzscv,dnzscvt,dnzscvtw38,2007-07-02,2007,7,2,Summer,Class A,"My family owns land in West Virginia, so we went down camping this past Fourth of July weekend. We went to Seneca Rocks to climb them, and on the way down I took a shortcut away from my family. I realized the trail I took started to fade and I was lost, after going downhill a little while through rough rocky, tree filled and bush filled terrain that is home to deer, bear, and snakes, I heard thumps (footsteps) and tree branches cracking. I stopped and got cold chills, about 30 yards east of me on a 45 degree angle at 4:43 pm I saw the back side of a orange and brownish haired thing moving up hill quick. It had thick black hands and feet and I would guess that it was about 6'5 to 7'0 tall and again was moving up hill through rocks very quickly. I tried to go over to the area, but the sound stopped and it was gone, I found my way back to a path about an half hour later and made my way down to tell my family, who still don’t believe me...I can say one thing, it sure was a crazy experience that raised the hair on the back of my neck.",1.0,4
20159,2007-07-08,Report 20159: Nighttime sighting by motorist on Hwy 33 near Seneca Rocks,WV,West Virginia,38.8926,-79.47325,dnzmr,dnzmr8,dnzmr81,dnzmr81mg4,2007-07-08,2007,7,8,Summer,Class A,"I didn't actually see the creature, but was riding in the car with my boyfriend when all this occurred. We were coming back from a trip to Ohio with a detour to see some friends in West Virginia. Instead of taking interstates home to Virginia, we took US 33, a very twisty mountain road, heading east. I was dozing in the passenger seat when I was startled by my boyfriend yelling ""what the hell was that?!"" I sat straight up, and noticed that whoever was in the car behind us suddenly hit the brakes and flashed up the high beams. We were only going about 30 anyway because we were rounding a curve, so he got a pretty good view of whatever it was. His first description was ""some guy was walking on the road in a tree costume."" After he told me a few more details, I yelled, ""Sasquatch! That's what you saw!"" I immediately took some notes. This is what he says that he saw: human-like figure, at least six feet tall and very bulky, with very long hair (""the hairiest thing I've ever seen""). It was a mossy grayish green color. It was walking along the side of the road upright like a man, but slightly hunched over with knees bent and elbows sticking out (""an ape-like walk, definitely not human""). It had no distinguishable facial features, because it was so hairy. He says the arms were six to eight inches wide and the legs were wider, at least eight inches. The creature also did not react to the sound and light from our car or the one behind us. He says it was absolutely not a bear, deer or large dog. Without our headlights, it was completely dark with just a little moonlight. The creature had no light source, and if it was a man (in a pretty elaborate costume), it was on a heck of a walk because there was not anything within reasonable walking distance, especially with no light.",0.333,2
20173,1979-06-01,"Report 20173: Motorist describes nighttime sighting/encounter in headlights on US-2, west of St. Ignace",MI,Michigan,45.91515,-84.87524,f05th,f05thw,f05thwe,f05thweeps,1979-06-01,1979,6,1,Summer,Class A,"I saw what I feel was Big Foot, in 1979.  I was traveling home from Minot AFB, North Dakota, in the early summer of 1979 with my family, on leave.  We were headed for upstate New York. It was approximately two in the morning, I was driving east on Hwy 2, in northern Michigan, I was driving through the Hiawatha National Forest.  I looked down the road and about 3/4 of a mile down, there was something in the road.  I couldn't tell what it was, all that I could see was the reflection of the eyes, a red reflection, I thought nothing of it, thought it was an animal and kept going, I was running at about 80MPH.  As I approached  what I thought was an animal, it didn't move, as I got closer I figured out that it wasn't going to move, I had to slam on the brakes.  Naturally, this created a great deal of blue smoke.  And I still could see the red eyes, they didn't move.  I still could not make out what was in the road.  After the car came to a stop, I looked up after the smoke cleared and there it was, this thing was approximately 11 feet tall, fairly slender, his hands reached down to his knees.  I sat there looking at this thing, and he stood there unruffled, looking back at me.  We stared at each other for approximately a minute and a half.  Then he turned to his left, his head turned, then his entire body turned to his left, and took two steps to the edge of the road and looked back at me.  He was covered in fur, from his head to his feet.  And it was as though his head turned almost all the way around to look back at me.  Then he stepped down into the field on the side of the road, it was about 50 feet to the forest, then when he went up to the edge of the forest, he stopped once again, and did that funny turning of his head to look back at me one more time and then he took one big kind of a side step into the forest, and he was gone. He was about 11 feet tall, covered in dark red short fur with red type highlights, it was clean fur, and somewhat neat and orderly.  His eyes were very unnerving.  He made no sounds. Oh, yeah, it did smell kind of odd that night, like rotten eggs.",1.667,6
20197,1980-10-11,Report 20197: Nighttime sighting by motorist near Mt. Madonna Park in the Santa Cruz Mountains,CA,California,38.4906,-121.7138,9qc6y,9qc6yq,9qc6yqf,9qc6yqfxyz,1980-10-11,1980,10,11,Fall,Class A,"I saw one of these sasquatch-bigfoot things one night walking on the side of the highway. I want to say it was in the early fall of 1980, because my kids were very young. My husband and I were driving up Hecker Pass from Watsonville, on our way to Mt Madonna to meet relatives for what I want to say was a dinner or dinner event. it seems so long ago. It happened very fast, but what I saw looked covered in brown hair from head to toe and was huge, walking just like a man. It scared me to death! My husband wasn't paying attention but he knew I saw something that frightened me terribly because I reacted emotionally so quickly. We were coming around a turn. I remember it being a very windy road, and it was walking with it's back to me. It was a very foresty area with lots of redwoods everywhere. It was so quick but so clear. I'm absolutely convinced of what I saw and still get shaken up when I think about it. I had great eyesight then and still have it now. I haven't talked about this with many people and am not sure who I told back then other than maybe my immediete family. It's been almost 30 years. Last week my husband and I were celebrating 4th of July at a party. I was stunned as I overhead Bart Cutino talking to my cousin about bigfoot as he was walking out the door.  I had no idea he looks for them and I haven't heard anything in the news in a long time. My eldest daughter used to babysit him when he was very young and I've known his mother my whole life. When I told him what I saw he convinced me to look at this site and report what happened.  I wish I could remember more. It's just been so long.",2.667,12
20202,1982-10-01,Report 20202: Motorist sighting on County Road 426 between Cornell and Watson,MI,Michigan,45.9642,-87.3289,f01vk,f01vkz,f01vkz9,f01vkz90c5,1982-10-01,1982,10,1,Fall,Class A,"I met the witness in person during the course of an expedition to the Upper Peninsula of Michigan. She was restless and fidgety recalling her experience from the fall of 1982. I could sense the degree with which her experience affected her. She said she was getting shivers down her back talking about it and then she would giggle and wring her hands out to put herself at ease. When she was 17, she was driving north on County Road 426 between Cornell and Watson. She approached a slight bend in the road to the left. It was just getting dark out and she had her headlights on. On the right hand side of the road she noticed something standing 60 yards ahead. It was standing on the asphalt, just on the edge of the road. She was going 50 mph but slowed down to 30. At first she thought it was someone hitch-hiking. It was looking at her the whole time it took her to get up to it. What she first noticed was its arms and hands that hung down past its knees. Right away she knew it wasn’t something normal. It was 8 - 9 feet tall and had black hair. It “wasn’t really long”, and the hair “looked smooth”. Its build was huge, like an ape man. She didn’t see any skin other than the dark gray in its face. It looked like a “prehistoric man with an ape face”. She made eye contact with it at 15 feet and saw its eyes glowing a “blood red”. The eyes glowed red from the reflection of the car headlights. She could see by the look in its face that it was just as scared of her as she was of it.  It turned away from her and in one jumped- jumped 10 feet into the swamp.  Its motion was unnaturally fast, “it was unreal how fast it was”. She feels she saw it for 7 seconds. As she passed the spot where it was standing, she stepped on the gas to get out of there fast.",3.667,22
20221,2000-12-31,Report 20221: Winter hikers find trail of footprints near Clark Fork,ID,Idaho,48.25206,-116.0969,c2t6w,c2t6w0,c2t6w0h,c2t6w0hbd5,2000-12-31,2000,12,31,Winter,Class B,"It was during the winter of 2000-2001 and a friend and I were trying to pass the long winter in rural north Idaho with a ""snow hike"" to a waterfall.  The closest town is called Clark Fork, population: a couple hundred. There was deep snow on the ground and it was cold, dark, and snowy on that day.  We drove up a dirt road as far as we could until it was chained off.  We parked the car and walked up some snowmobile tracks to where the trail usually is.  I say usually because it was totally covered in deep snow.  Most people would have thought us crazy to be hiking that trail that day but like I said before, it was something to do in N. Idaho in the middle of winter. So we managed thru the deep snow up a slight ravine.  There were no other tracks that a human would make such as footprints, snowmobile, or snowshoe going up this ravine.  Probably about half way up the trail/ravine, we crossed some tracks.  The hair on the back of my neck stood up as I looked down at the tracks.  I knew instantly what I was looking at but I tried to explain it some other way at first.  The friend I was with grew up in Clark Fork and had lived there all his life.  Without mentioning the word bigfoot or sasquatch, I looked at him and said ""Is this what I think it is?"" and he non-chalantly replied something to the effect of ""We see this kind of stuff around here all the time"". I definitely believed in the possibility of the existence of sasquatch at the time but these tracks really sealed the deal in my mind. I know what bear tracks look like in the snow.  Moose, deer and elk also have a certain kind of track.  The tracks that I am reporting were huge.  I could fit my boot covered foot into them and they were definitely bigger than my boot.  What was even more telling was the distance between the tracks.  I would have had to jump from track to track to make it. So to sum it up: the tracks were roughly human foot shaped but very large-too large to be human. They were obviously made by a two legged, upright walking creature. The path of the tracks came across the ravine and up the other side- from ""nowhere"" going into ""nowhere"".  This area is miles and miles of national forest on the Idaho/Montana border.  There is no other rational explanation for tracks of this size and shape to be found where they were, when they were.  Believe it or not, but I know what I saw.",0.333,2
20231,2004-03-01,Report 20231: Camper Awakens and Sees Two Creatures in the Laurel Snow Pocket Wilderness,TN,Tennessee,35.5467,-85.02585,dn7d1,dn7d1p,dn7d1pn,dn7d1pn4d1,2004-03-01,2004,3,1,Spring,Class B,"This particular incident happened to me about 3 years ago. An event that I had kept to myself for at least a year before I even told any of my closest friends about. Like the majority of people who have an experience like this, the fear of being ridiculed and labeled ""nuts"" has kept me quiet. Stumbling upon your website and reading other reports prompted me to give my account. Being from the South I have always been active outdoors; fishing, hunting,camping and spelunking. I was on a solo camping trip on the Cumberland Plateau. It was early morning, very dark and my campfire had long been extinguished and my propane lantern was spent. I was asleep in my 2 man tent when I suddenly awoke to the feeling that someone was approaching me. I had strategically set my tent up so that I could see the end of the 40 yard, steep incline that led to my campsite. Sitting up I saw the silouette of a humanoid figure at the top of the trail.(The closet comparison I can make would be similar to the alien in Predator.) I strained hard to make sure I was relly seeing what my eyes were telling me I was seeing. The figure had apparently stumbled upon me by chance and stopped. As I was looking, I first noticed the height to be 6 1/2 to 7 foot tall, bi-pedal and shoulders that were the widest I had ever seen. It was then that I saw a second figure of equal proportions directly behind the first. At this point, the second figure moved left as if to outflank my tent. That is when the sudden rush for urgency swept over me. I quickly started feeling around for the .44 Magnum and flashlight that I had in the tent with me. What seemed like forever but only took 3-5 seconds, I located both and shined/aimed it in the direction of the trail and it was gone. I stayed in the tent and replayed the events that just happened over and over becoming more and more convinced that what I saw were actually 2 Bigfoot creatures. The size, stealth and intelligence of these creatures was humbling. There are black bear that inhabit the woods also, but being familiar with the species and the fact that the two figures stood bi-pedally still and silent for an extended period of time and the intelligence to outflank me solidifies my belief in this encounter. I eventually went back to sleep with the thought that I was no longer in danger and that I had probably startled them as much as they did me. I left the area that morning knowing I had experienced something unlike any other experience in the wild that I had ever had.",3.0,15
20235,2006-08-15,Report 20235: Possible vocalizations heard near Snow Bowl on San Francisco Peaks,AZ,Arizona,35.3,-111.675,9w28f,9w28ff,9w28ff0,9w28ff0tru,2006-08-15,2006,8,15,Summer,Class B,"On a cloudy, cool day I went for a hike at Hart Prairie on the San Francisco Peaks outside of Flagstaff, AZ.  It was August, but the monsoon season was in full effect and it was a cool day for Arizona.  I hiked up slope from FR 151 towards the Snowbowl Ski Resort.  The area has springs and so the plant diversity is high and the wildflowers were at their peak.  Being a cloudy, cool day I kept an eye out for wildlife which would normaly bed down at midday in August, though I did not see anything other than various songbirds and raptors. I had been in the area maybe two hours but as I like to wander around slowly (I see more that way) rather than ""hike"" from point A to point B at a quick pace, I had not covered much ground in that time.  I was at the edge of an aspen grove when I heard a loud howling from up slope and a little to the east of me in the direction of the ski resort.  My first thought was that it was a foreign tourist goofing off. Because Snowbowl has a paved road to it and the views are awesome, tourists from all over the world on their way to the Grand Canyon stop at Snowbowl and many hike around as it is a beautiful and inviting area.  So I thought I was hearing a human.  But I wasn't so sure after the next howl- I was really puzzled.  The sound seemed somewhat human-like and the volume, though  quite loud, wasn't too extraordinary- I could possibly howl that loud, though it would be hard to do without real strain and the sounds I heard were almost casual- no hint of any strain.  But it seemed to be an unusually weird sound for a human to make.  Almost as if the human had a deformation of some kind which distorted the sound.  This was why I thought of a ""foreign"" tourist first, because of the weirdness of the sound. I heard about a half dozen calls and it was clear that whatever was making the sounds was coming in my general direction at a rapid pace.  By this time, I was sure it was not a human but a large animal. I was at the edge of a clearing and I waited at that spot expecting to see whatever was making the calls.  The first howl was maybe 250 meters away and the final one maybe 75-100 meters away.  Then it stopped and I never did see anything.  I did not hear it moving through the woods and did not notice any smells.  It is possible that whatever it was smelled me as the air was gently moving up slope towards the animal.  I think it probable that this was the reason whatever it was stopped moving towards me and vocalizing. I waited a minute or so after the final vocalization and then I went up slope in the general direction I had last heard it but did not see anything or any indication of a human or animal.  My curiosity was at a peak and so I made a real effort to find whatever it was and spent another hour circling the area looking for signs of a large animal passing through. I have listened to the recordings on this site and I did not make a match between the sounds- though there were some similarities between what I heard and the calls from Washington State and the 'Ohio Howls'.  What I heard was not nearly as drawn out and evenly toned as the Ohio recording, but was similar.  A deep to mid-range 'howl' with a little variation in the tone somewhat similar to the Snohomish recording.  Each call lasted maybe 3-4 seconds and was seperated by various lengths of time from maybe 5 seconds to maybe 15 seconds.  Some of the recordings on this site, if I heard in the field, I might describe as having a 'monkey' quality to them- distinctly animal-like.  The Ohio recording does not really have that quality and neither did the sounds that I heard.  At the time I only thought of a human at first and then I was merely puzzled and could not classify what I had heard. I have thought about this incident since it occurred trying to put some explanation to it.  I do not think it was a human for a couple of reasons:  The sound, though it had a somewhat human-like quality, was not at all the type of sound a human would (or perhaps, could) make to communicate to another- say two or more people in the woods who are separated and walking along and vocally maintaining contact with one another. The volume of the sound would have required real effort for a human to achieve and I couldn't imagine a human being able to howl like that and walk around a mountain at that elevation at the same time- and it was traveling fast.  Nor did it have any element of humor about it if it was just some high spirited tourist having fun.  And there was only one caller, not two or more people hootin and hollering to each other.  The call was somewhat somber in tone and there was no hint of excitement or emotion about it.  Also, a human walking through those woods would have made a great deal of noise and I would have heard or seen a human when I went looking after the last vocalization.  I did not see any humans during that day though I went right to the base of the ski resort and could see the parking lot. At the time, the sounds did not spook me and I never got that unexplained adrenaline rush and surge of fear that I have gotten on more than one occasion in the wilderness or ocean.  I am quite familiar with the wildlife in this area and have heard and seen just about everything except a mountain lion. It certainly was not an elk, bobcat, coyote, dog, or cougar.  It might just possibly have been a bear-  I have had several close encounters with bears and have heard their vocalizations.  But bears do not, to my knowledge, vocalize in such a regular, loud way.  Because I heard 6 or 7 howls, I had time to really hear the sound and think about it.  To me it sounded most like an ape, though I only thought of this much later. What I heard was not much of an incident. I puzzled over it for a long time.  I am reporting it here because a sasquatch is the best possible answer that I can come up with, though I did not come to that conclusion until months after the incident.  So I did a web search on bigfoot and found this site and the recordings.  Another puzzling thing though- if it was a sasquatch, that area is quite popular with people and when I go there, I usually do see someone else.  That area could be easily avoided by an animal.  Despite the abundance of wildlife as a potential food source, why would a sasquatch travel through this area at midday in the summer , howling?  The whole incident is weird...",0.333,2
20254,1978-10-07,Report 20254: Possible interacting vocalizations heard by hunter near Hyrum,UT,Utah,41.6359,-111.6149,9x2su,9x2su5,9x2su5s,9x2su5sd8q,1978-10-07,1978,10,7,Fall,Class B,"I  was hunting in area that is a isolated platou surrounded by canyons with roads in the bottom At the time you could drive  aways inthe area .Now it is closed except for summer use, The terrain is made of mahoganise, quakies,ceders sagebrush and pines. I had hiked about 3 miles from my truck circling the platous ridge dropping about 50' down below the  ridge into the tops of the canyons al the time I was bugleing for elk and calling for cyotes. I was useing my my hands to make sort of  adeep whistle type howl kind like blowing over the top of a bottle yet much louder and shriller. you can  do this by cupping your hands and blowing   across your thumbs.I did every so often  listening for a response. well in the distance I heard something so I copied it .I then heard another reponse .well what ever   it did ,I would respond, and so forth. Well the responses got closer and closer they were coming up the mountain to where I was. there were three of them as far as I could tell They stopped about 30yds below me  just in the trees and buckbrush they wouldnt come any closer, The hair on my  neck started to stand up,so I wasnt going down to  see what they were, so we cackeld back and forth about a half hour and I couldnt get them to come out and they wouldnt budge either, I was the One with 7mm in my hand  but I was alone and being 3miles from my truck I had no idea what they were at the time.and I wasnt going to find out, I decided to run for for it. Which I did for about a mile. there was nothing following me that could tell. That night I went to work telling  about the strangest thing,in which I described as the sound as a combination chimpanse a loon and coyote.I didnt relizes what I had happend until years later after I heard a clip of sound on the internet.",2.0,7
20257,2007-06-21,Report 20257: Campers awakened by strange howls while camping near Sanford,VA,Virginia,37.92735,-75.6561,dqdpy,dqdpy2,dqdpy2k,dqdpy2kyv4,2007-06-21,2007,6,21,Summer,Class B,My family and I recently spent some time living on the Delmarva Peninsula in VA. When the nights were cool enough we would open the windows of our fifth wheel trailer. On two different nights (the only nights we had the windows open) we heard vocalizations in the surrounding forest. On the first night it was about 2:AM and close to 50 degrees F. I heard two distinctly different voices coming from two different directions as if answering each other. This went on for about ten minutes as the sources seemed to move. Dogs in the small town nearby started barking almost instantly (and I do mean all of them). When I told the wife she blew me off because she is or was a skeptic. On the second occurrence the wife was alone because myself and the kids had gone back home too South Texas. She had the windows open and it was about 1:30 AM and close to 60 degrees. Both nights were very cloudy do to the cold fronts that had made the nights cooler. The wife is an avid outdoorsman and even lived in campgrounds from LA to WI growing up and always had the windows open weather permitting. This is important because nothing common wakes her up. She was sleeping when the vocalizations woke her up and made every hair on her body stand up. The sounds were of two or three different voices including one that she said was undoughtably male. They lasted for about five minutes and stopped as the dogs started barking when the subjects came closer to town. The voices were a cross between a woman making a blood curdling scream and a howl. The best I can type it out is AAAooOP! First one would sound off then another and on occasion a third. After her experience I played the wife some song clips off the internet and she said they were very close to what she heard.,2.333,9
20306,2007-09-25,"Report 20306: Young man claims possible sighting at night near Lake Mary, outside Mammoth",CA,California,37.5999,-119.0,9qemu,9qemuh,9qemuhf,9qemuhfg71,2007-09-25,2007,9,25,Summer,Class B,"Two years ago, I went with my Uncle to stay at a cabin in Mammoth Lakes to hike, fish, and just enjoy the nature.  We had a cabin right on the border of Lake Mary and he had brought his two sheep dogs with him to the cabin. Every night he and I would take turns taking the dogs out for a walk. We would bring a flash light with us each time we went out to walk the dogs. One night when I was walking the dogs, one of them started growling and I listened closely and could hear the rustling of fallen leaves and the breaking of small branches. I shined my light right at where I heard the sounds. Now both of the dogs were growling and pulling at the leash trying to get at whatever was in the forest. I looked around closely with the flashlight and then I saw something. A huge figure about 200 feet away from me was watching me and the dogs. It was kind of swaying between the trees and just staring right at me and the dogs. It looked like a very tall ape, but it looked more built like a human. I was scared stiff and I must have stood there for a minute or two holding the dogs back and staring at the creature when it turned around and started walking away. I then walked very fast back to the cabin watching the woods and not stopping for anything. I have never spoken of this incident with anyone before in my life and I have recently heard about this sight and thought it was finally time to talk about this with someone who would understand.",1.333,5
20333,1983-07-01,Report 20333: Possible Nighttime Encounter by Girls on Horseback north of Ft. Myers,FL,Florida,26.7621,-81.8539,dhvb1,dhvb1r,dhvb1rg,dhvb1rgu9c,1983-07-01,1983,7,1,Summer,Class B,"I have just happened upon your web site and I am amazed at all the encounters in Florida.  I just finished reading one from the Lee County area that made the hair on the back of my neck stand up.  I grew up in Lee County and had two unexplainable (until now) experiences that I have never forgotten. The first, that after reading one of your articles, I now feel very strongly that I was being followed by a ""Bigfoot.""  I lived on about 100 acres that butted up to Cecil Webb (a Game Reserve of apprx. 15,000 acres, in Charlotte County, FL.) A friend and I were taking a nighttime horseback ride down the dirt road that I lived off of.  There where large ditches on both sides of the road, with woods and cattle pastures, all up and down this road, which was probably about 10 miles long. She and I were talking about what 15 year old girls talk about, when our horses started acting spooked and getting very nervous.  Shortly thereafter, I noticed that something was walking along side of us in the woods on the other side of the ditch.  I could only hear it because there was not quite half a moon and it was a cloudy night.  I knew that there was a cattle pasture there and at first dismissed it as maybe being a cow, which would have odd seeings that cattle usually run in the other direction when seeing a person on horseback, but it was possible.  But the pattern in which it moved didn't sound like a cow, the area was pretty thick with trees, palmettos and such and whatever it was had no problem staying right with us and we were on open land.  We weren't really scared yet, but we picked up our horse's pace a little and began to gallop, I knew there was a cross section coming up in the fence and figured whatever it was would be stopped there.  My girlfriend and I had our horses in a pretty good gallop at this point, but we were extermely shaken after passing the cross-section of fence and it was still there.  It seemed as though it never missed a stride.  At this point we both let out screams and were now at a full run, crossing several more fence lines, only to have it stay right with us.  It only stopped when we reached the edge of my property and it was no longer wooded.  By the time my parents calmed down two screaming, crying, freaked out teenage girls, we went out in the truck and saw where something had been, but never saw what it was.  Needless to say, that was the last time I've ever been nighttime horseback riding. ",1.667,6
20363,2001-08-15,"Report 20363: Campers describe a possible approach to a camp near Lake George, Adirondacks",NY,New York,43.7268,-73.52,drg8z,drg8z0,drg8z00,drg8z00r5f,2001-08-15,2001,8,15,Summer,Class B,"I was camping with my wife and two other couples at Jabes Pond, Hague, New York (near Sabbaths Day Point), Adirondacks. We were having a great time. Yes we were drinking.The time was between 3:00-3:30am.  Four of the six campers hit the sack just before 3:00am. Let me paint a picture  of the environment. The lake is shaped like an L on top of a small mountain, surrounded by pine trees, crystal clear water. There is a swamp on the northwest side of the lake. It's a gorgeous place. The six of us canoed out to the camp site, only three maybe four sites on this lake.  No other campers were there. We did what all young campers do -- build a big fire, drink, eat and be loud.  We were doing this till about 2:30AM. Then the girls went to bed. There was only two of us standing. We were stuffing our faces before we went to bed. I walked down to my tent.The tent was set up right on the lake shore, I mean one maybe two feet away from the water. The tent is square and flares inward at the chest level. Two of the four sides of the tent were facing water. So I climb into the tent and as I am just about to lay next to my wife my wife says, ""Steve, Steve, Steve!""   My head hits the pillow and I am looking up into the tent. I hear water splashing next to the tent and my wife says something is out there. I hear branches being moved and what ever is out there is behind our tent.  I WAS FREAKING OUT. I am laying on my back in the sleeping bag and I look up and I see an elbow being draged down the side of my tent. I am shiting my pants, then I hear thud, thud, thud, thud, thud of something running away. NO MORE ROOM TO WRITE",1.0,4
