bf_id,full_date,latitude,longitude,season,temperature_f,dew_point,cloud_cover,moon_phase
5507,2002-11-24,45.7743,-90.51145,Fall,18.8,15.8,96.0,0.65
5516,2001-07-15,45.7264,-89.8741,Summer,71.0,59.9,66.0,0.81
5519,1972-05-15,30.32305,-85.4427,Unknown,74.5,69.0,36.0,0.09
5552,2004-11-20,38.3085,-92.8254,Summer,47.4,45.2,99.0,0.3
5586,2003-04-11,37.025,-106.8583,Winter,51.2,13.9,35.0,0.31
5609,1985-07-01,31.3904,-92.3495,Summer,83.4,65.5,40.0,0.47
5620,2003-10-20,36.91528,-95.80417,Winter,68.8,54.4,0.0,0.82
5623,1982-06-05,37.4253,-94.7844,Summer,71.2,58.3,55.00000000000001,0.47
5694,1986-07-15,46.01278,-86.81917,Summer,63.0,53.2,82.0,0.28
5720,1963-06-15,42.79166,-116.25,Spring,67.9,54.3,82.0,0.79
5725,2002-11-15,47.0586,-122.2864,Fall,44.3,41.4,68.0,0.37
5742,2004-11-27,37.1142,-89.1979,Summer,40.4,41.2,100.0,0.53
5771,2003-04-23,48.76075,-122.2156,Summer,47.8,43.7,87.0,0.76
5791,2002-08-01,38.77778,-119.8208,Summer,68.5,38.3,27.0,0.76
5801,1994-04-15,30.9905,-87.1814,Spring,72.1,70.9,96.0,0.14
5881,2003-02-20,36.66257,-84.33998,Winter,45.1,40.8,100.0,0.63
5953,2003-04-23,45.88039,-121.1692,Fall,46.7,36.7,30.0,0.76
6037,2002-09-14,42.4829,-110.5979,Fall,49.0,27.7,0.0,0.28
6058,2005-04-05,47.9477,-124.5301,Fall,47.8,39.0,99.0,0.89
6097,1961-09-01,33.70037,-84.53352,Fall,78.1,70.2,84.0,0.73
6130,2000-07-10,38.99778,-120.2392,Summer,59.0,42.8,13.0,0.32
6194,2003-04-11,38.28,-91.6253,Spring,58.1,33.7,0.0,0.31
6232,2003-04-24,46.33425,-123.5439,Spring,42.1,39.1,60.0,0.79
6267,1976-11-15,35.18637,-78.63611,Fall,37.8,37.8,100.0,0.78
6309,2003-05-08,47.94056,-122.7919,Spring,51.3,41.5,60.0,0.23
6313,2003-05-11,39.64193,-82.1013,Spring,61.9,56.9,65.0,0.33
6330,2003-05-01,41.03,-82.0101,Spring,64.8,59.0,42.0,0.01
6394,1976-01-14,41.02174,-92.73979,Winter,27.0,12.7,0.0,0.41
6410,1979-07-04,41.2333,-96.42668,Summer,68.2,66.1,95.0,0.32
6513,2003-06-13,35.33389,-98.13028,Summer,75.8,67.3,26.0,0.47
6538,2003-08-02,37.70835,-107.9584,Spring,54.8,41.9,46.0,0.15
6583,2003-10-08,29.385,-97.81083,Summer,78.9,71.5,79.0,0.45
6638,2003-07-16,35.11417,-86.465,Summer,75.1,72.6,56.99999999999999,0.6
6639,2003-07-20,38.85556,-120.0133,Summer,70.6,50.5,8.0,0.73
6643,1978-07-15,41.432,-71.65183,Summer,65.8,62.3,80.0,0.33
6722,2003-07-26,39.90416,-81.98721,Summer,78.0,63.0,6.0,0.91
6755,2003-08-30,37.4125,-108.1292,Fall,50.8,45.2,28.000000000000004,0.11
6785,2002-05-29,39.0917,-106.4417,Spring,49.7,23.1,20.0,0.62
6836,1980-07-03,41.47511,-79.3178,Summer,68.4,60.8,74.0,0.69
6932,1999-11-15,35.64861,-91.45889,Fall,51.8,25.2,0.0,0.23
6937,2003-10-08,30.77722,-103.7439,Fall,62.7,59.5,90.0,0.45
6938,2003-08-30,33.21145,-87.35664,Summer,81.0,73.4,60.0,0.1
6960,1968-10-16,35.42525,-77.67995,Fall,72.9,65.8,64.0,0.81
6990,2003-12-09,47.0228,-121.5497,Fall,30.4,26.6,100.0,0.53
7023,2005-02-09,38.02825,-82.83425,Fall,43.7,47.3,98.0,0.03
7045,2003-10-31,36.34167,-93.94583,Spring,65.4,57.5,71.0,0.23
7059,2003-10-31,34.39,-93.23111,Winter,70.5,68.2,81.0,0.23
7062,2003-10-09,36.18889,-95.74556,Fall,67.2,64.8,75.0,0.48
7085,1990-07-01,39.3731,-81.65929,Summer,69.9,67.3,73.0,0.3
7113,2003-10-26,33.5388,-84.869,Summer,64.2,61.7,85.0,0.04
7124,1976-06-30,45.9957,-118.1253,Summer,59.2,46.0,80.0,0.11
7133,1980-07-01,39.49265,-83.11422,Summer,72.1,59.7,70.0,0.61
7146,1992-08-15,47.4028,-123.2022,Summer,64.0,50.4,0.0,0.57
7148,1993-09-15,45.4915,-123.2665,Fall,54.4,48.3,70.0,0.98
7181,2003-05-01,41.79639,-84.4587,Spring,60.1,55.9,64.0,0.01
7188,1987-07-04,39.0417,-79.43762,Summer,69.9,56.0,94.0,0.26
7211,1959-10-01,39.08,-121.42,Fall,67.3,35.1,1.0,0.97
7220,1978-11-01,39.54739,-81.39101,Winter,49.3,44.5,37.0,0.03
7224,2003-10-10,41.13356,-81.17155,Fall,62.9,57.0,87.0,0.52
7235,2004-05-28,34.7325,-86.52105,Summer,69.6,66.6,79.0,0.3
7237,1999-11-25,34.672,-83.714,Fall,58.5,59.2,99.0,0.59
7263,1994-04-15,44.2157,-121.4755,Spring,57.8,25.0,0.0,0.15
7294,1998-12-15,38.02516,-77.97089,Winter,41.8,21.7,0.0,0.9
7334,1993-04-01,36.2485,-121.495,Spring,46.5,45.6,53.0,0.32
7382,2001-07-15,46.0471,-122.8294,Summer,57.3,49.2,90.0,0.82
7386,1974-12-15,42.0288,-86.5153,Winter,39.6,35.8,100.0,0.07
7399,1977-05-15,41.93,-84.35389,Spring,68.0,37.4,17.0,0.93
7406,2003-11-19,46.0573,-117.9793,Fall,38.0,30.2,54.0,0.85
7408,2003-11-15,43.92736,-83.92834,Fall,40.9,33.2,91.0,0.7
7441,2004-11-16,47.763,-122.5344,Summer,46.6,44.9,91.0,0.16
7452,2003-11-16,41.23528,-123.6581,Fall,49.7,45.2,100.0,0.74
7455,1999-10-15,46.81045,-124.072,Fall,46.9,41.1,45.0,0.2
7481,1981-05-31,46.79955,-122.2738,Spring,50.1,44.6,54.0,0.93
7483,1986-12-25,47.39,-122.2187,Winter,43.2,38.2,98.0,0.8
7493,1997-10-01,40.72943,-80.59236,Fall,45.9,40.6,63.0,0.99
7514,1997-05-23,41.66955,-74.0863,Spring,54.9,38.1,34.0,0.54
7519,2003-12-08,33.46333,-95.8775,Winter,66.2,48.7,3.0,0.49
7537,2003-12-08,45.0608,-123.694,Winter,44.7,42.3,78.0,0.49
7546,2003-12-12,32.35306,-94.90528,Fall,45.6,35.7,92.0,0.62
7548,2003-12-12,30.775,-94.41528,Fall,49.9,38.6,92.0,0.62
7552,2003-12-12,32.53333,-98.05,Summer,41.2,36.6,89.0,0.62
7555,1977-08-01,40.8875,-122.3775,Spring,89.2,44.4,64.0,0.58
7562,1973-11-15,44.825,-118.415,Fall,38.6,36.8,100.0,0.69
7567,2003-12-15,33.59,-96.27306,Fall,53.7,42.2,24.0,0.72
7580,2004-11-16,47.2293,-123.4898,Fall,41.4,43.2,77.0,0.16
7593,2005-02-05,45.723,-121.8864,Summer,38.4,33.3,86.0,0.88
7604,2004-01-09,30.95972,-95.58334,Winter,46.2,38.9,40.0,0.57
7649,2003-12-28,32.04361,-94.37444,Winter,50.1,51.7,100.0,0.19
7658,1976-05-15,44.1263,-121.3338,Spring,54.5,21.6,1.0,0.57
7718,2003-09-03,39.89172,-84.14493,Fall,70.8,66.0,72.0,0.25
7758,2004-01-13,33.82083,-95.83639,Fall,52.8,48.5,80.0,0.7
7789,1979-10-15,45.5145,-122.3352,Fall,59.0,54.5,95.0,0.84
7800,2000-07-15,44.82167,-84.47611,Summer,66.7,57.8,57.99999999999999,0.47
7802,2004-10-03,32.51556,-95.41817,Winter,73.9,64.3,28.000000000000004,0.67
7804,2004-01-04,39.26361,-121.0161,Winter,35.5,25.0,5.0,0.41
7809,2005-01-06,41.134,-95.88,Summer,8.6,1.7,31.0,0.86
7815,2003-08-12,35.27833,-93.13361,Summer,78.1,66.3,24.0,0.53
7832,1987-07-01,41.16187,-81.37181,Summer,66.8,59.7,100.0,0.17
7890,2001-01-01,42.40489,-76.17366,Winter,13.2,10.4,59.0,0.21
7904,2004-01-18,27.3973,-80.8044,Winter,66.4,61.2,56.99999999999999,0.88
7907,2004-01-30,33.61666,-95.90694,Fall,37.2,29.3,68.0,0.29
7936,2000-06-29,39.74107,-82.70263,Summer,63.7,55.7,31.0,0.92
7939,2002-08-22,43.2265,-78.1946,Summer,74.1,65.0,74.0,0.49
7957,2003-11-09,45.82565,-123.296,Fall,46.6,39.7,42.0,0.52
7963,2004-02-09,55.2035,-132.8202,Winter,43.5,41.5,98.0,0.62
7973,2001-09-25,41.06648,-81.96419,Fall,44.5,42.8,100.0,0.29
8006,2001-06-01,40.3725,-80.67828,Spring,63.4,54.0,72.0,0.35
8026,2003-12-02,39.21667,-120.8983,Winter,49.8,43.8,53.0,0.32
8038,2004-02-19,33.71472,-96.78917,Spring,57.8,46.5,15.0,0.98
8042,1996-10-25,40.08946,-81.69818,Fall,56.1,38.2,77.0,0.47
8060,2005-01-10,36.09583,-89.48666,Fall,58.2,48.9,97.0,0.02
8083,2002-11-02,33.66666,-95.27361,Summer,49.3,41.0,70.0,0.92
8227,2002-10-15,43.3029,-123.1611,Winter,63.6,32.3,0.0,0.33
8236,1984-01-15,40.05998,-82.28814,Winter,15.9,6.3,63.0,0.39
8289,2004-03-01,32.9,-94.6,Summer,61.6,44.0,22.0,0.33
8405,1963-07-04,31.08925,-81.41267,Summer,85.5,76.2,61.0,0.42
8438,2003-10-11,41.3382,-85.7037,Fall,64.2,59.0,26.0,0.54
8446,2004-03-25,40.6559,-83.9374,Spring,60.9,45.7,95.0,0.15
8450,2004-04-03,39.5246,-82.6353,Spring,46.8,36.4,69.0,0.43
8463,2001-11-01,38.4775,-120.0047,Fall,38.3,27.0,16.0,0.52
8514,1994-03-01,30.4544,-81.4189,Spring,67.2,56.7,81.0,0.63
8527,2004-04-23,35.09306,-94.356,Summer,70.0,66.4,71.0,0.13
8530,2004-04-24,30.38667,-98.08611,Summer,64.8,63.8,98.0,0.16
8543,2004-04-30,34.689,-94.7325,Spring,69.0,63.8,57.99999999999999,0.35
8561,2004-08-05,27.1788,-82.20475,Summer,83.7,75.4,42.0,0.68
8587,1976-09-01,41.02572,-81.77677,Fall,64.4,57.7,83.0,0.27
8591,2004-05-03,35.7575,-95.60667,Spring,58.4,39.4,0.0,0.46
8597,2004-07-03,47.87725,-121.8943,Winter,62.3,54.6,77.0,0.55
8633,2004-05-09,41.7655,-77.8768,Spring,62.5,54.8,71.0,0.68
8635,2007-09-12,31.29,-86.255,Spring,82.5,72.5,56.00000000000001,0.04
8670,2004-05-25,47.46312,-121.4454,Summer,51.7,39.8,39.0,0.2
8715,2005-02-02,38.528,-84.588,Fall,33.8,26.0,39.0,0.77
8785,2004-05-01,40.42591,-80.6616,Spring,70.9,56.7,53.0,0.38
8792,2003-12-12,61.09085,-149.7667,Winter,21.3,20.8,67.0,0.62
8796,2001-10-16,38.8554,-79.3999,Fall,46.4,37.3,45.0,0.01
8797,2001-05-13,55.4555,-132.7333,Spring,45.0,37.0,94.0,0.7
8804,1997-11-15,36.31625,-79.03025,Fall,41.7,33.2,60.0,0.54
8832,2004-06-30,28.8,-96.04472,Spring,79.7,75.7,31.0,0.43
8836,1978-02-05,41.44442,-81.20629,Winter,8.8,8.2,100.0,0.93
8843,2004-04-17,40.0799,-81.49697,Spring,68.7,49.6,12.0,0.94
8861,2004-10-31,32.83333,-98.38333,Summer,64.8,61.4,64.0,0.61
8890,2004-12-05,38.305,-92.411,Spring,48.0,36.3,54.0,0.78
8905,2005-07-27,43.2696,-77.664,Summer,64.2,65.7,89.0,0.73
8913,2001-05-15,33.7985,-91.27056,Spring,78.0,60.0,4.0,0.76
8921,2006-06-03,33.00014,-86.00004,Fall,68.3,61.6,27.0,0.24
8978,2001-09-15,47.9237,-122.8531,Fall,57.3,53.3,24.0,0.94
8983,2004-06-12,35.4449,-80.0616,Summer,72.1,68.0,69.0,0.84
9001,2004-07-15,32.80865,-84.25755,Summer,79.0,72.9,19.0,0.94
9022,2004-07-18,40.42687,-81.2558,Summer,67.5,62.7,54.0,0.04
9036,2004-07-22,30.08333,-94.86667,Unknown,80.5,75.0,56.99999999999999,0.17
9047,2002-10-15,48.247,-122.6916,Fall,52.6,43.4,5.0,0.33
9089,2004-09-12,42.28422,-91.68192,Summer,71.4,59.4,0.0,0.93
9169,2004-08-19,29.88528,-94.83334,Summer,84.2,77.2,62.0,0.12
9188,2004-08-18,40.1218,-81.5117,Summer,72.4,61.3,21.0,0.08
9197,1980-09-07,48.68985,-122.4078,Summer,53.6,52.3,68.0,0.95
9202,1965-07-01,39.205,-121.58,Summer,76.7,53.2,0.0,0.1
9204,2004-08-06,45.7492,-122.9546,Summer,63.2,55.4,72.0,0.71
9245,2005-01-22,41.062,-86.5945,Summer,8.0,7.3,94.0,0.42
9254,2004-11-22,35.20416,-87.19556,Summer,57.6,54.7,97.0,0.37
9281,2004-08-17,39.92781,-81.61014,Summer,66.8,55.8,23.0,0.05
9295,1997-08-15,43.1575,-88.1255,Summer,75.1,66.7,55.00000000000001,0.4
9312,2004-09-12,29.17805,-96.29222,Summer,81.3,69.1,25.0,0.93
9357,2000-05-01,36.0438,-118.7402,Spring,63.5,42.0,1.0,0.91
9385,2004-10-03,32.24083,-101.3903,Summer,66.0,57.6,48.0,0.67
9447,2003-04-05,47.16145,-121.8943,Spring,38.6,35.0,95.0,0.12
9465,2005-07-14,34.68319,-83.69085,Fall,77.9,69.3,71.0,0.25
9475,2003-10-17,34.59,-80.3891,Fall,64.0,51.0,20.0,0.72
9502,2004-12-05,37.3317,-93.614,Fall,49.6,38.8,66.0,0.78
9507,1994-07-16,36.41,-93.74,Summer,77.4,68.3,20.0,0.28
9546,1963-10-01,41.9548,-78.65621,Fall,56.0,43.4,3.0,0.44
9604,2004-09-15,44.9723,-118.3692,Fall,44.0,42.6,79.0,0.04
9607,1994-10-15,40.05148,-79.56702,Fall,56.3,39.5,12.0,0.38
9642,2005-01-21,39.3579,-85.61,Spring,22.7,10.8,37.0,0.39
9648,2002-08-13,38.75,-122.7,Summer,70.2,50.5,53.0,0.19
9712,1984-07-15,33.32442,-84.2532,Summer,79.2,69.2,53.0,0.58
9717,2001-10-15,46.0484,-89.66195,Fall,38.3,36.7,80.0,0.96
9750,1999-07-16,34.53784,-77.50434,Summer,77.7,70.4,27.0,0.13
9765,1973-09-28,35.3011,-99.1702,Fall,61.4,51.0,11.0,0.07
9796,1977-09-03,46.69303,-92.49979,Fall,60.0,46.0,37.0,0.69
9810,2004-11-20,32.78611,-97.83334,Winter,63.3,57.8,86.0,0.3
9853,2004-11-27,34.695,-94.685,Fall,41.0,41.5,54.0,0.53
9869,2004-11-26,30.405,-95.36166,Fall,66.2,56.4,65.0,0.49
9872,1998-08-10,44.51436,-85.82096,Summer,72.6,63.9,26.0,0.59
9873,2004-07-20,47.06032,-114.0717,Summer,63.0,52.8,41.0,0.1
9879,2004-11-27,33.03333,-94.72334,Summer,48.9,45.6,28.999999999999996,0.53
9941,2004-12-06,38.62,-91.96238,Fall,52.5,50.6,81.0,0.81
9962,1962-05-01,41.5,-111.75,Spring,49.8,21.8,56.00000000000001,0.91
10006,2004-12-12,40.1333,-80.68192,Winter,34.1,28.7,95.0,0.03
10062,2004-12-18,46.988,-123.8647,Winter,52.2,47.1,41.0,0.25
10074,2004-12-22,33.82444,-97.07361,Summer,27.6,21.0,78.0,0.38
10093,1999-11-15,36.13361,-93.94389,Fall,53.0,28.3,0.0,0.23
10114,2004-07-26,33.15405,-105.7947,Summer,59.7,53.7,62.0,0.31
10136,2001-10-22,42.1174,-75.64853,Fall,49.2,44.8,75.0,0.2
10151,1974-09-16,42.323,-85.05965,Fall,61.7,46.8,13.0,0.02
10153,2005-01-23,39.365,-85.8486,Summer,12.4,-1.8,4.0,0.45
10220,1989-11-15,35.1918,-86.9094,Fall,56.4,57.3,90.0,0.59
10239,1994-08-13,29.24665,-100.4104,Summer,84.0,64.2,20.0,0.23
10251,2003-09-30,41.31268,-78.39445,Summer,51.3,40.1,71.0,0.17
10258,1987-09-15,48.9294,-122.0247,Fall,53.6,46.4,86.0,0.77
10266,2002-09-17,35.63736,-108.8676,Fall,64.7,39.3,41.0,0.38
10277,2005-01-17,30.525,-96.59167,Fall,45.1,30.8,0.0,0.26
10330,2003-02-18,39.96627,-83.51394,Winter,28.1,22.0,100.0,0.56
10407,2005-01-28,30.6,-95.63,Winter,47.0,43.6,100.0,0.6
10486,1994-10-15,35.94,-87.25375,Fall,60.5,56.8,84.0,0.38
10498,1979-09-15,33.8132,-86.7891,Fall,68.7,58.1,10.0,0.82
10591,2004-01-08,30.63333,-95.3,Winter,49.9,47.4,100.0,0.53
10623,2005-02-11,32.9032,-80.65645,Winter,39.8,21.1,5.0,0.1
10660,1974-11-09,38.3908,-95.6491,Fall,48.6,44.5,82.0,0.85
10678,1999-06-12,39.4862,-86.161,Summer,78.4,67.6,44.0,0.96
10776,1999-01-16,36.38287,-80.46865,Winter,43.8,21.4,0.0,0.96
10778,1994-08-15,39.21564,-77.4608,Summer,71.4,58.5,74.0,0.3
10800,2004-11-24,30.55,-95.12305,Fall,45.2,46.5,38.0,0.44
10861,1976-07-15,40.26494,-83.0556,Summer,79.7,68.1,35.0,0.64
10863,2005-01-13,40.50945,-82.87663,Winter,45.6,47.2,56.99999999999999,0.12
10874,1986-10-11,31.2439,-82.1341,Fall,66.7,63.1,97.0,0.29
10877,2000-06-24,34.96295,-111.5228,Summer,57.6,45.7,32.0,0.74
10879,2000-05-06,38.94564,-87.97622,Spring,73.3,62.0,15.0,0.09
10889,1984-02-11,44.64535,-85.77714,Winter,35.2,33.2,99.0,0.31
10913,2002-11-05,33.14663,-92.61493,Fall,47.5,48.1,95.0,0.03
10919,1975-09-15,34.87,-92.12,Summer,61.6,56.4,97.0,0.35
10934,1996-04-30,45.80374,-118.0603,Spring,46.1,32.9,49.0,0.4
10948,2003-07-13,48.78336,-122.2196,Summer,61.4,54.6,94.0,0.51
11030,2007-01-16,34.69895,-85.34145,Winter,32.9,32.0,98.0,0.91
11040,2004-10-21,47.5532,-124.3324,Fall,51.0,43.7,72.0,0.28
11121,2003-06-14,41.86395,-89.34285,Summer,69.0,58.6,24.0,0.51
11137,2005-03-31,46.8434,-123.2383,Spring,49.4,40.6,87.0,0.71
11147,1978-02-15,46.2262,-124.0133,Winter,41.9,36.0,65.0,0.28
11168,2005-12-10,40.16465,-74.68135,Fall,27.8,18.7,4.0,0.33
11228,1985-06-15,40.357,-79.8765,Summer,65.2,48.6,85.0,0.91
11248,1999-08-01,41.0672,-82.41861,Summer,73.2,67.3,35.0,0.64
11328,1974-04-15,36.0165,-88.76775,Spring,51.2,38.8,37.0,0.78
11387,1994-03-01,29.0765,-81.8945,Spring,69.4,56.2,51.0,0.63
11432,2005-04-13,38.10833,-80.17528,Spring,41.0,38.7,78.0,0.16
11496,1997-07-15,40.75,-122.1667,Summer,80.2,54.0,0.0,0.34
11506,1977-10-15,41.91826,-80.54177,Fall,52.0,41.6,52.0,0.1
11519,1994-03-01,40.85,-123.7,Spring,43.7,42.3,92.0,0.64
11592,2004-12-27,33.77528,-97.05903,Fall,50.3,27.4,0.0,0.54
11630,1985-05-01,41.97341,-73.66616,Spring,60.9,42.6,85.0,0.38
11771,2005-05-30,40.71737,-81.18352,Spring,56.5,51.2,69.0,0.75
11828,2004-06-05,39.61958,-81.14833,Summer,60.4,58.8,96.0,0.59
11831,2005-06-02,41.3368,-88.562,Summer,68.9,55.8,36.0,0.86
11837,2005-05-05,38.96,-120.0969,Spring,40.5,37.2,99.0,0.92
11841,1980-08-21,41.5036,-73.7171,Summer,64.4,57.9,94.0,0.34
11927,2005-02-01,29.0,-95.5,Winter,45.1,44.4,100.0,0.73
11946,2003-04-07,40.99562,-82.38627,Spring,38.7,35.5,100.0,0.18
11966,2003-07-03,38.02653,-82.83278,Summer,78.6,66.3,37.0,0.13
11998,1996-11-15,37.75972,-87.96917,Fall,44.7,26.2,21.0,0.16
12065,2005-12-10,40.9934,-74.3249,Spring,27.0,17.9,7.000000000000001,0.33
12067,1978-07-08,39.072,-95.747,Summer,85.3,67.8,30.0,0.1
12214,2003-09-28,35.97,-109.155,Fall,58.6,23.3,0.0,0.09
12220,1980-06-15,40.69334,-80.57396,Spring,66.7,62.8,86.0,0.1
12289,2005-08-02,40.65,-110.0,Summer,53.6,50.2,32.0,0.93
12290,2004-06-15,32.1806,-88.864,Summer,81.6,73.1,73.0,0.94
12292,1986-06-15,36.3779,-121.7146,Summer,52.4,49.6,28.000000000000004,0.26
12314,2005-08-14,30.33778,-93.97194,Summer,82.9,74.3,11.0,0.31
12439,2005-06-10,41.3368,-88.562,Spring,79.0,69.3,19.0,0.12
12482,2005-08-13,41.238,-95.92,Summer,64.9,62.3,44.0,0.28
12528,1998-04-25,36.66708,-90.9525,Spring,70.0,55.0,9.0,0.97
12542,2002-03-16,36.81315,-108.7608,Spring,32.4,4.3,47.0,0.08
12587,1988-08-01,27.099,-82.454,Summer,79.8,74.9,70.0,0.63
12594,2005-10-29,46.92694,-124.1736,Summer,51.9,47.5,50.0,0.89
12597,1982-06-19,39.64081,-81.47081,Summer,61.8,57.4,77.0,0.93
12601,2005-09-14,38.81639,-76.54514,Fall,79.8,71.8,83.0,0.37
12641,1996-10-15,36.82806,-88.15556,Fall,67.4,50.9,0.0,0.1
12649,1987-09-15,39.25396,-121.0517,Fall,61.8,44.9,7.000000000000001,0.77
12669,1983-10-15,40.01979,-83.56088,Fall,52.8,41.9,10.0,0.3
12709,2002-09-21,43.19501,-78.54224,Fall,65.9,63.6,69.0,0.51
12727,2004-10-16,36.8778,-82.4179,Fall,45.1,36.6,59.0,0.09
12732,2004-10-12,27.89469,-81.9742,Fall,77.0,70.0,72.0,0.95
12736,1986-04-16,41.15845,-81.33134,Spring,39.5,31.8,93.0,0.23
12815,2005-04-13,36.19408,-83.73153,Spring,48.6,52.4,98.0,0.16
12818,2005-10-15,38.6167,-119.9501,Fall,37.2,28.0,23.0,0.44
12836,2005-10-06,40.61,-89.585,Fall,46.8,38.5,35.0,0.11
12838,2005-12-01,46.98621,-123.8161,Summer,36.8,32.3,76.0,0.01
12844,2006-02-23,47.86697,-123.8796,Summer,34.6,30.9,59.0,0.84
12876,2005-10-15,46.93755,-123.8358,Fall,55.1,51.5,96.0,0.44
12904,2005-09-09,39.29325,-106.1215,Summer,43.9,41.4,77.0,0.19
12917,1979-10-25,41.65,-123.85,Winter,56.6,53.3,34.0,0.15
12921,2000-01-01,29.098,-82.42,Winter,65.5,53.0,30.0,0.85
12959,1989-11-24,38.6685,-80.03149,Winter,21.0,14.9,31.0,0.89
13028,2003-01-15,30.83315,-93.972,Winter,45.1,39.6,72.0,0.41
13034,1955-01-01,28.043,-82.438,Unknown,68.8,63.2,40.0,0.25
13048,1982-09-01,26.529,-81.6455,Summer,81.0,73.2,39.0,0.44
13122,1996-10-11,38.7016,-79.52835,Fall,30.9,33.4,80.0,0.97
13141,2005-05-30,39.05,-79.98335,Summer,58.8,48.5,28.999999999999996,0.75
13170,2005-12-05,34.65375,-83.11639,Summer,42.1,45.8,100.0,0.15
13212,2003-11-13,36.94165,-80.04166,Fall,38.6,21.7,24.0,0.64
13237,2005-12-03,37.58135,-81.29745,Winter,35.1,18.9,71.0,0.07
13285,2005-10-08,43.4654,-72.7051,Fall,51.3,52.1,100.0,0.17
13288,2004-10-15,42.15947,-78.82683,Fall,49.4,46.0,93.0,0.05
13289,2005-07-15,36.75139,-87.89472,Summer,77.6,72.4,57.99999999999999,0.29
13312,2005-12-12,39.51,-80.985,Fall,21.4,19.0,49.0,0.4
13313,2000-10-14,30.28881,-85.64108,Fall,65.0,48.2,0.0,0.54
13345,2005-08-25,43.1635,-73.0723,Summer,63.1,52.4,8.0,0.71
13348,2004-10-12,34.25,-96.21,Fall,63.8,51.0,46.0,0.95
13383,1991-10-11,46.02962,-113.1198,Fall,48.7,28.1,0.0,0.13
13549,2006-01-07,40.4999,-121.9167,Winter,36.0,40.2,72.0,0.28
13585,2006-01-17,41.51105,-72.46315,Winter,36.6,16.2,34.0,0.6
13597,2006-01-16,42.23865,-121.9446,Winter,33.4,26.9,99.0,0.58
13714,2006-01-30,40.5833,-79.9167,Winter,43.1,37.0,56.99999999999999,0.04
13889,2007-07-15,26.09729,-81.71505,Summer,83.2,72.7,16.0,0.04
14035,2005-02-15,44.66399,-73.73606,Winter,36.6,31.9,90.0,0.24
14037,2006-05-16,38.8317,-81.5784,Summer,55.6,48.3,95.0,0.61
14118,1985-11-01,28.775,-81.6965,Winter,43.6,50.0,57.99999999999999,0.62
14181,2006-03-16,30.993,-85.97701,Spring,61.5,40.3,78.0,0.55
14232,2006-04-07,39.8234,-74.70135,Fall,61.8,43.4,49.0,0.32
14354,2003-07-01,30.069,-81.771,Spring,81.2,73.9,56.00000000000001,0.06
14404,2003-09-06,40.34057,-87.47077,Fall,63.4,51.0,0.0,0.37
14457,2000-10-01,29.191,-82.6505,Fall,71.8,65.3,57.99999999999999,0.13
14493,1983-11-23,47.4914,-94.57375,Fall,21.7,20.2,100.0,0.61
14503,1999-05-15,39.16305,-107.9514,Summer,47.1,30.8,6.0,0.02
14525,1976-10-08,31.24842,-83.13654,Fall,68.0,69.9,97.0,0.51
14638,2006-02-01,32.85232,-95.46671,Spring,60.5,50.1,50.0,0.12
14646,1987-05-15,40.08159,-83.0337,Spring,57.0,51.4,45.0,0.58
14677,2006-09-02,40.5258,-79.6575,Fall,56.5,53.8,100.0,0.31
14707,2008-01-27,40.6166,-80.0107,Fall,25.7,25.3,100.0,0.67
14732,2005-08-15,39.48,-111.23,Summer,56.0,45.8,27.0,0.35
14739,2004-10-30,38.20065,-80.17294,Fall,61.7,56.2,68.0,0.58
14841,2003-02-15,45.3207,-121.9547,Winter,42.9,38.8,86.0,0.45
14872,2006-06-08,38.4763,-89.54485,Summer,77.9,59.4,3.0,0.4
14942,2006-06-06,47.3304,-94.1211,Summer,65.0,59.0,41.0,0.33
14952,2006-06-02,37.44378,-77.6257,Spring,79.1,67.8,62.0,0.21
14982,2006-11-03,47.74897,-122.4966,Summer,57.3,52.6,99.0,0.44
15003,1985-04-15,35.226,-89.94,Spring,57.3,51.4,68.0,0.86
15007,2004-09-11,40.316,-90.459,Fall,67.4,57.6,0.0,0.9
15019,2006-06-21,41.625,-88.4375,Summer,77.3,68.8,25.0,0.87
15050,2006-06-25,45.0902,-89.9905,Summer,60.0,56.0,82.0,0.02
15062,2006-07-27,39.934,-74.3966,Summer,80.4,71.5,42.0,0.08
15067,1995-10-15,44.915,-122.585,Fall,57.1,46.8,47.0,0.72
15088,2005-08-14,41.50086,-81.28275,Summer,69.3,68.2,78.0,0.31
15102,2006-07-06,31.00002,-86.99782,Winter,77.8,71.2,56.99999999999999,0.35
15107,2003-10-23,37.00085,-80.8797,Fall,41.0,31.2,60.0,0.93
15150,2006-07-09,44.53665,-84.16389,Summer,69.1,60.6,50.0,0.44
15170,2006-03-01,25.141,-80.926,Spring,72.5,61.1,1.0,0.06
15206,2005-10-06,47.85001,-116.6079,Fall,45.8,40.2,24.0,0.11
15334,2006-07-19,30.566,-100.545,Summer,84.6,57.8,8.0,0.82
15361,2006-07-27,28.252,-82.44749,Summer,82.0,73.2,35.0,0.08
15398,1999-11-01,43.56211,-73.45947,Fall,50.6,39.5,1.0,0.79
15457,2006-08-29,33.48295,-84.7681,Fall,81.3,72.8,23.0,0.18
15473,2007-08-26,31.85,-85.925,Spring,82.0,70.2,9.0,0.44
15475,2003-05-10,39.6716,-79.9442,Spring,67.5,63.8,85.0,0.3
